age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,3,56,113,66,25.7,11.8,0,0,0,0,0,0
12-15,7,166,63,136.3,52.3,22.1,0,0,0,0,0,0
16-19,7,498,74,188.8,114.4,53.1,0,0,0,0,0,0
20-29,20,1077,141,187.7,95.9,85.8,0,0,1,0,0,0.6
30-39,42,989,143,275.3,93.9,116.4,0,1,1,0,0.1,0.8
40-49,47,1152,116,220.9,117.1,124.7,0,2,0,0,0.2,0
50-59,77,1293,110,236.9,164.9,224.8,0,6,0,0,0.8,0
60-69,273,1781,141,378.3,290.1,260.1,1,15,3,1.4,2.4,5.5
70-79,503,1763,111,460.5,436.2,2195,5,33,6,4.6,8.2,118.6
80+,540,1346,171,836.9,671,1312.4,5,45,12,7.7,22.4,92.1
