2021-09-18,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,284,165,717,195,247,,
2021-09-19,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,272,166,720,196,247,,
2021-09-20,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,254,139,708,191,245,,
2021-09-21,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,224,131,710,187,257,,
2021-09-22,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,220,150,726,191,260,,
2021-09-23,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,187,127,710,207,272,,
2021-09-24,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,174,120,703,203,274,,
2021-09-25,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,164,122,694,221,295,,
2021-09-26,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,175,144,689,225,280,,
2021-09-27,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,148,113,641,207,262,,
2021-09-28,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,169,116,660,227,285,,
2021-09-29,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,168,113,647,217,267,,
2021-09-30,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,170,102,619,211,266,,
2021-10-01,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,148,97,586,213,245,,
2021-10-02,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,158,122,587,207,261,,
2021-10-03,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,173,119,569,208,252,,
2021-10-04,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,159,98,528,203,243,,
2021-10-05,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,140,95,489,197,237,,
2021-10-06,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,134,86,472,193,234,,
2021-10-07,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,131,73,457,193,229,,
2021-10-08,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,107,62,436,174,211,,
2021-10-09,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,134,77,464,195,231,,
2021-10-10,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,127,72,448,189,225,,
2021-10-11,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,119,68,435,189,220,,
2021-10-12,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,111,72,413,177,217,,
2021-10-13,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,101,62,408,170,210,,
2021-10-14,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,102,66,385,169,204,,
2021-10-15,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,96,57,392,167,197,,
2021-10-16,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,105,60,382,166,193,,
2021-10-17,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,99,58,380,164,186,,
2021-10-18,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,88,50,357,168,188,,
2021-10-19,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,83,39,353,157,179,,
2021-10-20,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,90,41,343,155,182,,
2021-10-21,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,92,41,319,158,181,,
2021-10-22,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,96,41,311,155,179,,
2021-10-23,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,85,47,303,155,175,,
2021-10-24,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,83,47,284,149,171,,
2021-10-25,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,71,55,258,145,162,,
2021-10-26,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,71,44,236,136,153,,
2021-10-27,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,62,36,234,139,159,,
2021-10-28,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,59,35,236,136,153,,
2021-10-29,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,61,34,222,127,148,,
2021-10-30,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,,56,32,220,131,146,,
2021-10-31,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,59,30,218,131,151,43,,
2021-11-01,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,51,27,212,127,141,43,,
2021-11-02,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,50,23,207,119,138,42,,
2021-11-03,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,45,23,194,118,135,41,,
2021-11-04,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,39,23,180,114,127,41,,
2021-11-05,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,42,21,175,111,122,40,,
2021-11-06,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,38,21,177,111,124,40,,
2021-11-07,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,37,23,167,107,121,39,,
2021-11-08,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,38,23,162,105,118,38,,
2021-11-09,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,41,15,153,103,117,36,,
2021-11-10,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,37,17,147,101,115,35,,
2021-11-11,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,37,17,148,99,115,36,,
2021-11-12,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,34,17,149,101,114,37,,
2021-11-13,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,32,17,153,98,111,36,,
2021-11-14,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,32,20,150,97,109,36,,
2021-11-15,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,27,21,141,94,106,33,,
2021-11-16,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,24,18,137,91,99,31,,
2021-11-17,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,24,16,138,91,103,31,,
2021-11-18,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,27,18,129,88,100,31,,
2021-11-19,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,29,18,126,87,98,31,,
2021-11-20,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,25,18,133,82,92,31,,
2021-11-21,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,21,21,135,80,88,30,,
2021-11-22,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,21,22,129,80,90,31,,
2021-11-23,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,26,19,128,82,90,30,,
2021-11-24,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,30,18,122,78,86,30,,
2021-11-25,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,24,19,120,77,83,30,,
2021-11-26,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,24,22,120,72,82,30,,
2021-11-27,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,22,20,125,72,82,29,,
2021-11-28,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,19,17,125,72,84,25,,
2021-11-29,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,25,16,117,70,80,25,,
2021-11-30,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,30,14,115,66,77,22,,
2021-12-01,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,27,14,115,66,75,23,,
2021-12-02,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,23,13,115,66,77,23,,
2021-12-03,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,22,12,112,66,77,23,,
2021-12-04,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,24,13,111,64,76,23,,
2021-12-05,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,29,16,109,64,76,23,,
2021-12-06,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,31,12,111,63,75,23,,
2021-12-07,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,27,12,106,59,71,23,,
2021-12-08,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,24,10,103,57,67,22,,
2021-12-09,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,29,11,90,55,64,20,,
2021-12-10,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,30,12,92,55,63,19,,
2021-12-11,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,28,9,102,52,61,18,,
2021-12-12,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,35,13,94,47,56,18,,
2021-12-13,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,25,12,92,47,58,17,,
2021-12-14,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,22,14,88,47,58,17,,
2021-12-15,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,25,17,81,43,55,15,,
2021-12-16,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,29,17,78,43,55,15,,
2021-12-17,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,28,18,79,42,55,14,,
2021-12-18,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,32,15,81,41,51,16,,
2021-12-19,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,34,16,84,43,52,16,,
2021-12-20,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,29,17,83,42,49,16,,
2021-12-21,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,26,18,82,40,47,16,,
2021-12-22,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,24,19,79,38,45,15,,
2021-12-23,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,20,22,81,38,47,17,,
2021-12-24,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,20,20,88,38,45,18,,
2021-12-25,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo,,26,22,93,38,46,18,,
