period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,868,2958,10.04,34.21
3_Month,5-11,2756,10158,8.21,30.26
6_Month,5-11,3638,19725,2.74,14.84
1_Year,5-11,4621,51558,0.76,8.52
All,5-11,4621,52042,0.64,7.22
1_Month,12-15,495,581,14.82,17.4
3_Month,12-15,1776,2403,10.88,14.73
6_Month,12-15,3247,4964,5.24,8
1_Year,12-15,8611,18069,3.18,6.67
All,12-15,8616,18514,2.5,5.37
1_Month,16-19,1272,355,24.46,6.83
3_Month,16-19,3274,1086,18.83,6.25
6_Month,16-19,5392,2040,9.75,3.69
1_Year,16-19,14384,10711,6.53,4.86
All,16-19,14466,11097,4.72,3.62
1_Month,20-29,4151,1023,23.08,5.69
3_Month,20-29,9933,2788,18.34,5.15
6_Month,20-29,15923,4909,10.69,3.3
1_Year,20-29,36209,20777,7.45,4.28
All,20-29,36333,21434,5.6,3.3
1_Month,30-39,4761,1306,21.76,5.97
3_Month,30-39,11356,3547,16.82,5.25
6_Month,30-39,17469,5896,9.58,3.23
1_Year,30-39,35062,19167,6.6,3.61
All,30-39,35190,19625,5.37,2.99
1_Month,40-49,4184,1005,19.75,4.74
3_Month,40-49,10666,2684,15.65,3.94
6_Month,40-49,15817,4393,8.93,2.48
1_Year,40-49,31289,14047,6.48,2.91
All,40-49,31434,14371,5.33,2.43
1_Month,50-59,3076,584,15.17,2.88
3_Month,50-59,7520,1572,11.7,2.45
6_Month,50-59,10946,2571,7.57,1.78
1_Year,50-59,20220,7569,6.02,2.25
All,50-59,20321,7774,4.92,1.88
1_Month,60-69,2414,347,10.59,1.52
3_Month,60-69,5648,884,8.13,1.27
6_Month,60-69,7675,1394,5.81,1.05
1_Year,60-69,12786,3945,5.01,1.55
All,60-69,12875,4059,4.2,1.32
1_Month,70-79,1566,155,7.65,0.76
3_Month,70-79,3492,370,5.66,0.6
6_Month,70-79,4315,544,4.24,0.53
1_Year,70-79,6366,1238,3.89,0.76
All,70-79,6407,1299,3.37,0.68
1_Month,80+,1218,131,9.52,1.02
3_Month,80+,2327,252,7.1,0.77
6_Month,80+,2828,364,5.5,0.71
1_Year,80+,4040,723,4.88,0.87
All,80+,4086,777,4.05,0.77
