instituteDesc,occupancy,gOccupancy,occupancyDate
Rabin K. Hasharon             ,53.5,56.8,2022-08-10T00:00:00.000Z
Hacarmel Hospital             ,63.2,80.6,2022-08-10T00:00:00.000Z
Poriah Hospital               ,65.4,77.7,2022-08-10T00:00:00.000Z
Soroka Medical Center         ,67.1,79.7,2022-08-10T00:00:00.000Z
Meir Hospital                 ,76,89.6,2022-08-10T00:00:00.000Z
Woolfson Medical Center       ,77.5,82.4,2022-08-10T00:00:00.000Z
Barzilai Medical Center       ,80.7,75.2,2022-08-10T00:00:00.000Z
Shmuel Harofe                 ,80.6,79.8,2022-08-10T00:00:00.000Z
Yosephtal Hospital            ,81.3,61.5,2022-08-10T00:00:00.000Z
Assaf Harofeh Medical Center  ,81.5,75.7,2022-08-10T00:00:00.000Z
Hadassah Mount Scopus         ,88.9,83.3,2022-08-10T00:00:00.000Z
Hillel Yaffeh Medical Center  ,89.7,88.2,2022-08-10T00:00:00.000Z
Haemek Valley Center Hospital ,91.6,80.8,2022-08-10T00:00:00.000Z
Bnei Ziom Medical Center      ,92.6,102.5,2022-08-10T00:00:00.000Z
      Ziv Hospital            ,93.8,81,2022-08-10T00:00:00.000Z
Rambam                        ,93.4,93.1,2022-08-10T00:00:00.000Z
Chaim Sheba Medical Center    ,95,106,2022-08-10T00:00:00.000Z
Laniado                       ,96.2,99.2,2022-08-10T00:00:00.000Z
Kaplan Hospital               ,96,80.6,2022-08-10T00:00:00.000Z
Nahariya                      ,103.2,93,2022-08-10T00:00:00.000Z
Hadassah Ein Kerem            ,112.6,97.2,2022-08-10T00:00:00.000Z
Rabin K. Beilinson            ,112.8,99.4,2022-08-10T00:00:00.000Z
