instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-11-11T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-11-11T00:00:00.000Z
,,,2022-11-11T00:00:00.000Z
Assuta Ashdod                 ,,,2022-11-11T00:00:00.000Z
Poriah Hospital               ,70.5,70.4,2022-11-11T00:00:00.000Z
Laniado                       ,82.1,83.6,2022-11-11T00:00:00.000Z
Hadassah Mount Scopus         ,83.3,78.5,2022-11-11T00:00:00.000Z
Barzilai Medical Center       ,86.5,74.3,2022-11-11T00:00:00.000Z
Bnei Ziom Medical Center      ,88.4,82.4,2022-11-11T00:00:00.000Z
,,,2022-11-11T00:00:00.000Z
Hillel Yaffeh Medical Center  ,89,82.1,2022-11-11T00:00:00.000Z
Nahariya                      ,90,83.7,2022-11-11T00:00:00.000Z
Hadassah Ein Kerem            ,107.8,96.8,2022-11-11T00:00:00.000Z
Hacarmel Hospital             ,,,2022-11-11T00:00:00.000Z
Haemek Valley Center Hospital ,,,2022-11-11T00:00:00.000Z
The Holy Family               ,,,2022-11-11T00:00:00.000Z
,,,2022-11-11T00:00:00.000Z
      Ziv Hospital            ,57.8,66,2022-11-11T00:00:00.000Z
Woolfson Medical Center       ,66,69,2022-11-11T00:00:00.000Z
Yosephtal Hospital            ,,,2022-11-11T00:00:00.000Z
Meir Hospital                 ,,,2022-11-11T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-11-11T00:00:00.000Z
Soroka Medical Center         ,,,2022-11-11T00:00:00.000Z
,,,2022-11-11T00:00:00.000Z
Kaplan Hospital               ,,,2022-11-11T00:00:00.000Z
Rabin K. Beilinson            ,,,2022-11-11T00:00:00.000Z
Rabin K. Hasharon             ,,,2022-11-11T00:00:00.000Z
Assaf Harofeh Medical Center  ,75.7,64.3,2022-11-11T00:00:00.000Z
Rambam                        ,93.9,81.3,2022-11-11T00:00:00.000Z
Chaim Sheba Medical Center    ,,,2022-11-11T00:00:00.000Z
Shmuel Harofe                 ,,,2022-11-11T00:00:00.000Z
Shaare Zedek                  ,,,2022-11-11T00:00:00.000Z
