period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,133,252,18.22,34.52
3_Month,5-11,449,1080,14.06,33.82
6_Month,5-11,3200,11202,8.75,30.62
1_Year,5-11,5075,51403,1.02,10.33
All,5-11,5075,53131,0.7,7.34
1_Month,12-15,178,95,28.71,15.32
3_Month,12-15,515,410,21.54,17.15
6_Month,12-15,2283,2810,12.26,15.09
1_Year,12-15,9073,17607,3.8,7.37
All,12-15,9132,18929,2.63,5.45
1_Month,16-19,364,44,40,4.84
3_Month,16-19,799,165,31.15,6.43
6_Month,16-19,4073,1249,20.46,6.28
1_Year,16-19,15062,10002,7.59,5.04
All,16-19,15271,11263,4.94,3.64
1_Month,20-29,899,97,37.77,4.08
3_Month,20-29,2219,343,29.11,4.5
6_Month,20-29,12155,3129,19.71,5.07
1_Year,20-29,38090,19228,8.77,4.43
All,20-29,38571,21782,5.88,3.32
1_Month,30-39,909,124,33.57,4.58
3_Month,30-39,2459,455,26.46,4.9
6_Month,30-39,13805,3999,18.02,5.22
1_Year,30-39,37230,18250,7.75,3.8
All,30-39,37666,20089,5.67,3.02
1_Month,40-49,1110,113,35.9,3.65
3_Month,40-49,2750,419,26.66,4.06
6_Month,40-49,13413,3101,17.13,3.96
1_Year,40-49,33821,13636,7.53,3.03
All,40-49,34204,14794,5.69,2.46
1_Month,50-59,927,106,27.49,3.14
3_Month,50-59,2208,292,20.43,2.7
6_Month,50-59,9730,1866,12.98,2.49
1_Year,50-59,22311,7519,6.9,2.33
All,50-59,22545,8070,5.31,1.9
1_Month,60-69,823,43,19.7,1.03
3_Month,60-69,1932,167,14.46,1.25
6_Month,60-69,7583,1053,9.17,1.27
1_Year,60-69,14659,4005,5.74,1.57
All,60-69,14822,4231,4.63,1.32
1_Month,70-79,575,23,13.64,0.55
3_Month,70-79,1470,85,10.34,0.6
6_Month,70-79,4966,457,6.55,0.6
1_Year,70-79,7796,1292,4.55,0.75
All,70-79,7887,1385,3.86,0.68
1_Month,80+,355,26,13.63,1
3_Month,80+,960,80,11.66,0.97
6_Month,80+,3299,333,8.04,0.81
1_Year,80+,4985,790,5.74,0.91
All,80+,5065,859,4.64,0.79
