period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,209,1442,1.73,11.97
3_Month,5-11,1123,15944,0.66,9.35
6_Month,5-11,1834,39918,0.4,8.66
1_Year,5-11,1834,41366,0.31,7.09
All,5-11,1834,41555,0.27,6.06
1_Month,12-15,203,372,3.61,6.61
3_Month,12-15,2416,4227,3.26,5.7
6_Month,12-15,6777,14739,3.09,6.71
1_Year,12-15,6835,15767,2.63,6.08
All,12-15,6835,15970,2.09,4.88
1_Month,16-19,330,186,6.94,3.91
3_Month,16-19,3302,1592,5.67,2.73
6_Month,16-19,10951,8735,6.15,4.9
1_Year,16-19,11131,9707,5.41,4.72
All,16-19,11141,9982,3.86,3.46
1_Month,20-29,1065,494,6.65,3.09
3_Month,20-29,8596,3241,6.54,2.47
6_Month,20-29,25802,16064,6.95,4.33
1_Year,20-29,26224,18148,5.99,4.14
All,20-29,26249,18589,4.43,3.14
1_Month,30-39,1300,532,5.73,2.34
3_Month,30-39,8866,3654,5.43,2.24
6_Month,30-39,23249,14206,5.79,3.54
1_Year,30-39,23608,15714,5.02,3.34
All,30-39,23651,16019,4.04,2.74
1_Month,40-49,1102,429,5.12,1.99
3_Month,40-49,7414,2648,4.85,1.73
6_Month,40-49,20277,10506,5.5,2.85
1_Year,40-49,20570,11416,4.88,2.71
All,40-49,20611,11641,3.97,2.24
1_Month,50-59,789,254,4.29,1.38
3_Month,50-59,4808,1490,4.47,1.39
6_Month,50-59,12490,5640,5.08,2.29
1_Year,50-59,12651,6015,4.59,2.18
All,50-59,12692,6173,3.66,1.78
1_Month,60-69,565,137,3.16,0.77
3_Month,60-69,2737,775,3.46,0.98
6_Month,60-69,7013,2946,4.12,1.73
1_Year,60-69,7116,3082,3.77,1.63
All,60-69,7140,3159,3.04,1.35
1_Month,70-79,290,57,2.21,0.43
3_Month,70-79,1086,257,2.28,0.54
6_Month,70-79,2803,828,2.99,0.88
1_Year,70-79,2864,873,2.77,0.84
All,70-79,2882,919,2.28,0.73
1_Month,80+,179,33,2.73,0.5
3_Month,80+,621,162,2.73,0.71
6_Month,80+,1653,452,3.66,1
1_Year,80+,1702,473,3.33,0.92
All,80+,1724,517,2.56,0.77
