period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,174,350,18.71,37.63
3_Month,5-11,474,1033,16.11,35.11
6_Month,5-11,3152,10753,9.4,32.05
1_Year,5-11,5201,51631,1.05,10.47
All,5-11,5201,53407,0.72,7.37
1_Month,12-15,345,144,35.31,14.74
3_Month,12-15,712,427,26.96,16.17
6_Month,12-15,2439,2730,14.31,16.01
1_Year,12-15,9363,17710,3.92,7.42
All,12-15,9426,19050,2.71,5.48
1_Month,16-19,830,101,46.16,5.62
3_Month,16-19,1306,205,38.99,6.12
6_Month,16-19,4609,1288,23.29,6.51
1_Year,16-19,15759,10082,7.89,5.05
All,16-19,15972,11356,5.14,3.66
1_Month,20-29,2047,181,44.99,3.98
3_Month,20-29,3329,365,37.98,4.16
6_Month,20-29,13482,3132,22.32,5.19
1_Year,20-29,39865,19352,9.12,4.43
All,20-29,40357,21936,6.11,3.32
1_Month,30-39,1928,224,40.05,4.65
3_Month,30-39,3390,479,33.26,4.7
6_Month,30-39,14956,3993,20.19,5.39
1_Year,30-39,38864,18416,8.05,3.81
All,30-39,39308,20277,5.88,3.03
1_Month,40-49,2423,177,44.09,3.22
3_Month,40-49,4089,434,35.36,3.75
6_Month,40-49,14995,3112,19.77,4.1
1_Year,40-49,35884,13770,7.92,3.04
All,40-49,36280,14945,5.99,2.47
1_Month,50-59,1971,183,34.82,3.23
3_Month,50-59,3350,357,27.37,2.92
6_Month,50-59,11061,1957,15.13,2.68
1_Year,50-59,24002,7664,7.33,2.34
All,50-59,24243,8223,5.65,1.92
1_Month,60-69,1546,104,25.82,1.74
3_Month,60-69,2806,197,19.66,1.38
6_Month,60-69,8625,1104,10.71,1.37
1_Year,60-69,15988,4101,6.15,1.58
All,60-69,16154,4327,4.97,1.33
1_Month,70-79,1007,57,17.05,0.97
3_Month,70-79,1981,104,13.2,0.69
6_Month,70-79,5677,491,7.63,0.66
1_Year,70-79,8673,1343,4.92,0.76
All,70-79,8767,1437,4.19,0.69
1_Month,80+,728,73,17.92,1.8
3_Month,80+,1298,121,14.19,1.32
6_Month,80+,3838,385,9.19,0.92
1_Year,80+,5600,854,6.21,0.95
All,80+,5680,924,5.04,0.82
