period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,212,557,13.34,35.05
3_Month,5-11,2495,8715,9.39,32.8
6_Month,5-11,3465,14176,5.27,21.56
1_Year,5-11,4879,51443,0.92,9.67
All,5-11,4879,52746,0.67,7.3
1_Month,12-15,218,190,19.76,17.23
3_Month,12-15,1600,2022,13.57,17.14
6_Month,12-15,2555,3583,7.79,10.92
1_Year,12-15,8833,17637,3.58,7.14
All,12-15,8873,18760,2.56,5.42
1_Month,16-19,224,68,24.78,7.52
3_Month,16-19,3032,984,21.45,6.96
6_Month,16-19,4414,1625,13.51,4.97
1_Year,16-19,14589,10120,7.19,4.99
All,16-19,14776,11188,4.8,3.64
1_Month,20-29,687,130,25.92,4.91
3_Month,20-29,9385,2509,20.98,5.61
6_Month,20-29,13792,4021,13.36,3.9
1_Year,20-29,36928,19566,8.33,4.41
All,20-29,37328,21624,5.72,3.31
1_Month,30-39,822,168,24.28,4.96
3_Month,30-39,10854,3186,19.5,5.72
6_Month,30-39,15419,4946,12.33,3.96
1_Year,30-39,35996,18469,7.34,3.77
All,30-39,36341,19880,5.5,3.01
1_Month,40-49,902,167,23.6,4.37
3_Month,40-49,10157,2473,18.22,4.44
6_Month,40-49,14296,3785,11.59,3.07
1_Year,40-49,32317,13697,7.11,3.01
All,40-49,32633,14604,5.48,2.45
1_Month,50-59,638,103,16.56,2.67
3_Month,50-59,7178,1468,13.61,2.78
6_Month,50-59,10072,2239,9.15,2.03
1_Year,50-59,21022,7479,6.52,2.32
All,50-59,21219,7920,5.07,1.89
1_Month,60-69,553,68,12.17,1.5
3_Month,60-69,5517,837,9.53,1.45
6_Month,60-69,7465,1238,6.7,1.11
1_Year,60-69,13471,3962,5.36,1.58
All,60-69,13615,4154,4.35,1.33
1_Month,70-79,417,31,8.89,0.66
3_Month,70-79,3482,364,6.69,0.7
6_Month,70-79,4542,503,4.89,0.54
1_Year,70-79,6895,1260,4.18,0.76
All,70-79,6971,1343,3.54,0.68
1_Month,80+,285,19,11.34,0.76
3_Month,80+,2492,252,8.43,0.85
6_Month,80+,3035,339,6.35,0.71
1_Year,80+,4429,750,5.32,0.9
All,80+,4504,812,4.3,0.78
