age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,735,1,1261,259.6,,136.1,0,0,0,0,,0
12-15,606,408,336,227.5,424.4,127.6,0,0,0,0,0,0
16-19,245,887,125,95.9,441.7,96.5,0,0,0,0,0,0
20-29,346,2823,369,64.4,473.2,208.9,0,0,1,0,0,0.6
30-39,554,3358,409,104.4,617.6,319.6,0,1,0,0,0.2,0
40-49,637,3526,308,128.2,694.2,303.5,1,0,1,0.2,0,1
50-59,854,3251,251,227.6,748.4,409.8,0,1,3,0,0.2,4.9
60-69,3113,2262,257,735.9,864.9,437.6,13,11,2,3.1,4.2,3.4
70-79,4107,1190,151,1159.5,848.4,592.6,20,7,4,5.6,5,15.7
80+,2108,437,134,1116.6,602.3,752.5,30,13,9,15.9,17.9,50.5
