age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
12-15,32,0,290,9.1,0,114.5,0,0,0,0,0,0
16-19,23,34,121,6.4,38.1,100.5,0,0,0,0,0,0
20-29,52,120,296,6.2,51.5,142.9,0,1,5,0,0.4,2.4
30-39,129,164,291,15.9,78.1,191.8,0,0,8,0,0,5.3
40-49,123,109,241,15,73.2,205.8,1,0,19,0.1,0,16.2
50-59,56,44,142,8.1,47.3,179.4,1,2,25,0.1,2.1,31.6
60-69,59,31,76,9.3,60.8,131.5,3,2,26,0.5,3.9,45
70-79,53,11,45,11.5,40.1,122.8,9,0,12,2,0,32.8
80-89,19,7,26,9.5,40.4,141.3,2,0,6,1,0,32.6
90+,4,1,4,9.3,13.6,57.7,0,0,0,0,0,0
