age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
12-15,48,0,381,13.6,0,150.7,0,0,0,0,0,0
16-19,28,54,134,7.8,59.4,110.7,0,0,0,0,0,0
20-29,84,156,347,10.1,66.5,165.4,0,1,4,0,0.4,1.9
30-39,136,192,358,16.8,90.8,233.5,0,0,11,0,0,7.2
40-49,127,140,296,15.5,93.1,250.7,1,0,23,0.1,0,19.5
50-59,57,46,158,8.3,49.1,196.7,1,2,35,0.1,2.1,43.6
60-69,61,38,89,9.7,74.2,152.9,4,4,29,0.6,7.8,49.8
70-79,48,13,56,10.5,47.2,148.6,6,0,11,1.3,0,29.2
80-89,30,12,39,15,69.4,207.6,2,0,9,1,0,47.9
90+,3,2,4,7,27.3,56,0,0,2,0,0,28
