age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,357,0,733,124.5,,79.4,0,0,0,0,,0
12-15,302,140,150,109.9,153.3,57.7,0,0,1,0,0,0.4
16-19,333,63,52,88.1,79.1,40.5,0,0,0,0,0,0
20-29,1016,112,163,106.6,62.2,91.7,0,0,1,0,0,0.6
30-39,1252,166,207,137.4,102.3,160.1,0,0,1,0,0,0.8
40-49,1464,127,164,165.2,107.7,160.2,0,2,2,0,1.7,2
50-59,1225,73,111,167.7,95.1,174.8,3,2,3,0.4,2.6,4.7
60-69,1771,65,154,274.3,170.6,258.7,16,1,4,2.5,2.6,6.7
70-79,1651,38,127,349.1,204.2,446,25,1,3,5.3,5.4,10.5
80+,956,35,87,386.3,261.8,475.6,16,1,7,6.5,7.5,38.3
