period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,511,1665,10.49,34.17
3_Month,5-11,2732,9971,8.44,30.81
6_Month,5-11,3520,16747,3.56,16.95
1_Year,5-11,4664,51614,0.78,8.65
All,5-11,4664,52179,0.65,7.24
1_Month,12-15,300,368,14.35,17.61
3_Month,12-15,1760,2380,11.25,15.21
6_Month,12-15,2847,4165,5.98,8.75
1_Year,12-15,8642,18021,3.23,6.74
All,12-15,8654,18564,2.51,5.38
1_Month,16-19,776,226,24.37,7.1
3_Month,16-19,3307,1094,19.3,6.39
6_Month,16-19,4888,1839,10.8,4.06
1_Year,16-19,14455,10658,6.63,4.89
All,16-19,14551,11120,4.74,3.62
1_Month,20-29,2712,639,23.46,5.53
3_Month,20-29,10079,2793,18.78,5.2
6_Month,20-29,14875,4465,11.4,3.42
1_Year,20-29,36447,20657,7.6,4.3
All,20-29,36621,21490,5.63,3.31
1_Month,30-39,3103,828,22.05,5.88
3_Month,30-39,11493,3551,17.26,5.33
6_Month,30-39,16323,5352,10.37,3.4
1_Year,30-39,35349,19132,6.73,3.64
All,30-39,35508,19710,5.41,3
1_Month,40-49,2736,618,20.11,4.54
3_Month,40-49,10776,2700,16.04,4.02
6_Month,40-49,14887,4056,9.69,2.64
1_Year,40-49,31540,14039,6.59,2.94
All,40-49,31713,14434,5.36,2.44
1_Month,50-59,2122,383,15.94,2.88
3_Month,50-59,7659,1601,12.01,2.51
6_Month,50-59,10445,2399,8.01,1.84
1_Year,50-59,20442,7583,6.14,2.28
All,50-59,20561,7815,4.96,1.88
1_Month,60-69,1662,231,10.88,1.51
3_Month,60-69,5748,904,8.31,1.31
6_Month,60-69,7446,1310,6.01,1.06
1_Year,60-69,12948,3969,5.1,1.56
All,60-69,13050,4091,4.23,1.33
1_Month,70-79,1114,102,7.86,0.72
3_Month,70-79,3596,381,5.83,0.62
6_Month,70-79,4323,517,4.41,0.53
1_Year,70-79,6494,1250,3.97,0.76
All,70-79,6543,1317,3.41,0.69
1_Month,80+,917,108,9.87,1.16
3_Month,80+,2427,261,7.29,0.78
6_Month,80+,2864,347,5.76,0.7
1_Year,80+,4157,739,5.01,0.89
All,80+,4209,795,4.12,0.78
