age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,19,80,268,141,35.5,28.6,0,0,0,0,0,0
12-15,8,107,83,43.4,33.3,30.6,0,0,0,0,0,0
16-19,13,264,55,67.8,61.8,41.4,0,0,1,0,0,0.8
20-29,36,1011,212,68.2,94.1,123.3,0,4,1,0,0.4,0.6
30-39,51,984,223,88.9,97.4,178.2,0,1,1,0,0.1,0.8
40-49,59,1102,183,103.9,116.8,185.9,0,2,0,0,0.2,0
50-59,90,1122,149,167.3,148.4,263.5,0,5,5,0,0.7,8.8
60-69,159,2634,240,348.2,412.6,425.2,0,29,8,0,4.5,14.2
70-79,172,3046,201,522.2,650.9,1130.2,3,38,4,9.1,8.1,22.5
80+,157,2597,279,985.7,1055.4,1713.1,2,62,17,12.6,25.2,104.4
