age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,1237,1,2145,437.9,,231.3,0,0,0,0,,0
12-15,949,657,581,360.3,665.8,220.3,0,0,0,0,0,0
16-19,334,1435,211,132.2,705.7,162.6,0,0,0,0,0,0
20-29,524,4247,529,98.4,705.9,299.8,0,0,1,0,0,0.6
30-39,721,4565,585,137.1,832.4,457.9,0,0,0,0,0,0
40-49,832,5052,501,168.7,987.2,494.5,1,0,1,0.2,0,1
50-59,1203,4824,359,322.4,1104.5,589.7,0,2,3,0,0.5,4.9
60-69,4359,3178,357,1033.2,1209.6,608.8,18,13,3,4.3,4.9,5.1
70-79,5429,1717,212,1532.8,1220.3,846.3,22,10,9,6.2,7.1,35.9
80+,2760,603,184,1464.8,827.8,1031.3,26,21,16,13.8,28.8,89.7
