period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,570,2200,6.68,25.79
3_Month,5-11,1091,5833,2.75,14.71
6_Month,5-11,2510,42600,0.54,9.21
1_Year,5-11,2510,44198,0.42,7.42
All,5-11,2510,44429,0.36,6.37
1_Month,12-15,448,663,8.06,11.93
3_Month,12-15,1032,1669,4.85,7.84
6_Month,12-15,7289,15492,3.24,6.89
1_Year,12-15,7356,16577,2.76,6.22
All,12-15,7356,16833,2.2,5.03
1_Month,16-19,587,206,13.5,4.74
3_Month,16-19,1453,666,7.85,3.6
6_Month,16-19,11614,8946,6.36,4.9
1_Year,16-19,11813,9953,5.59,4.71
All,16-19,11824,10234,4.02,3.48
1_Month,20-29,1658,494,12.72,3.79
3_Month,20-29,4628,1585,7.83,2.68
6_Month,20-29,27714,16580,7.19,4.3
1_Year,20-29,28187,18743,6.2,4.12
All,20-29,28218,19199,4.63,3.15
1_Month,30-39,1725,632,10.85,3.98
3_Month,30-39,4787,1865,6.82,2.66
6_Month,30-39,25294,14905,6.03,3.56
1_Year,30-39,25709,16475,5.24,3.35
All,30-39,25762,16797,4.25,2.77
1_Month,40-49,1801,471,10.6,2.77
3_Month,40-49,4390,1389,6.4,2.03
6_Month,40-49,22356,11010,5.75,2.83
1_Year,40-49,22700,11967,5.12,2.7
All,40-49,22762,12203,4.2,2.25
1_Month,50-59,1275,279,7.79,1.7
3_Month,50-59,3045,813,5.2,1.39
6_Month,50-59,13956,5934,5.25,2.23
1_Year,50-59,14140,6330,4.78,2.14
All,50-59,14188,6494,3.86,1.77
1_Month,60-69,911,148,5.26,0.85
3_Month,60-69,2077,421,3.77,0.76
6_Month,60-69,8052,3112,4.2,1.62
1_Year,60-69,8175,3254,3.88,1.55
All,60-69,8208,3340,3.2,1.3
1_Month,70-79,613,54,3.9,0.34
3_Month,70-79,1147,149,2.72,0.35
6_Month,70-79,3480,896,3.08,0.79
1_Year,70-79,3550,939,2.89,0.76
All,70-79,3570,988,2.44,0.68
1_Month,80+,263,33,3.83,0.48
3_Month,80+,578,91,3.05,0.48
6_Month,80+,1973,494,3.69,0.93
1_Year,80+,2017,517,3.39,0.87
All,80+,2048,562,2.7,0.74
