date,amount,recovered,avg
2020-04-23T00:00:00.000Z,276,346,281
2020-04-24T00:00:00.000Z,248,353,278
2020-04-25T00:00:00.000Z,159,388,271
2020-04-26T00:00:00.000Z,83,442,252
2020-04-27T00:00:00.000Z,128,479,224
2020-04-28T00:00:00.000Z,159,578,200
2020-04-29T00:00:00.000Z,82,362,182
2020-04-30T00:00:00.000Z,142,445,162
2020-05-01T00:00:00.000Z,116,425,143
2020-05-02T00:00:00.000Z,57,299,124
2020-05-03T00:00:00.000Z,27,309,109
2020-05-04T00:00:00.000Z,53,267,101
2020-05-05T00:00:00.000Z,32,326,90
2020-05-06T00:00:00.000Z,65,265,72
2020-05-07T00:00:00.000Z,61,237,70
2020-05-08T00:00:00.000Z,33,230,58
2020-05-09T00:00:00.000Z,19,95,46
2020-05-10T00:00:00.000Z,29,176,41
2020-05-11T00:00:00.000Z,39,339,41
2020-05-12T00:00:00.000Z,23,265,39
2020-05-13T00:00:00.000Z,39,183,38
2020-05-14T00:00:00.000Z,22,244,34
2020-05-15T00:00:00.000Z,12,164,29
2020-05-16T00:00:00.000Z,5,104,26
2020-05-17T00:00:00.000Z,15,157,24
2020-05-18T00:00:00.000Z,27,284,22
2020-05-19T00:00:00.000Z,22,158,20
2020-05-20T00:00:00.000Z,15,118,20
2020-05-21T00:00:00.000Z,17,131,16
2020-05-22T00:00:00.000Z,19,164,16
2020-05-23T00:00:00.000Z,5,47,17
2020-05-24T00:00:00.000Z,13,119,17
2020-05-25T00:00:00.000Z,22,134,16
2020-05-26T00:00:00.000Z,50,94,16
2020-05-27T00:00:00.000Z,40,63,20
2020-05-28T00:00:00.000Z,77,116,23
2020-05-29T00:00:00.000Z,113,39,32
2020-05-30T00:00:00.000Z,29,40,45
2020-05-31T00:00:00.000Z,87,62,49
2020-06-01T00:00:00.000Z,100,71,59
2020-06-02T00:00:00.000Z,121,56,70
2020-06-03T00:00:00.000Z,97,28,81
2020-06-04T00:00:00.000Z,142,42,89
2020-06-05T00:00:00.000Z,127,38,98
2020-06-06T00:00:00.000Z,78,24,100
2020-06-07T00:00:00.000Z,140,43,107
2020-06-08T00:00:00.000Z,179,42,115
2020-06-09T00:00:00.000Z,173,47,126
2020-06-10T00:00:00.000Z,240,52,133
2020-06-11T00:00:00.000Z,191,58,154
2020-06-12T00:00:00.000Z,184,55,161
2020-06-13T00:00:00.000Z,149,41,169
2020-06-14T00:00:00.000Z,136,49,179
2020-06-15T00:00:00.000Z,198,91,178
2020-06-16T00:00:00.000Z,300,53,181
2020-06-17T00:00:00.000Z,271,48,199
2020-06-18T00:00:00.000Z,302,54,204
2020-06-19T00:00:00.000Z,310,58,220
2020-06-20T00:00:00.000Z,160,36,238
2020-06-21T00:00:00.000Z,173,52,239
2020-06-22T00:00:00.000Z,345,60,244
2020-06-23T00:00:00.000Z,452,87,265
2020-06-24T00:00:00.000Z,487,74,287
2020-06-25T00:00:00.000Z,516,77,318
2020-06-26T00:00:00.000Z,464,132,349
2020-06-27T00:00:00.000Z,398,51,371
2020-06-28T00:00:00.000Z,385,143,405
2020-06-29T00:00:00.000Z,757,164,435
2020-06-30T00:00:00.000Z,786,133,494
2020-07-01T00:00:00.000Z,972,99,541
2020-07-02T00:00:00.000Z,1148,130,611
2020-07-03T00:00:00.000Z,939,119,701
2020-07-04T00:00:00.000Z,821,75,769
2020-07-05T00:00:00.000Z,831,149,829
2020-07-06T00:00:00.000Z,1134,200,893
2020-07-07T00:00:00.000Z,1390,176,947
2020-07-08T00:00:00.000Z,1327,234,1033
2020-07-09T00:00:00.000Z,1525,228,1084
2020-07-10T00:00:00.000Z,1409,214,1138
2020-07-11T00:00:00.000Z,1168,191,1205
2020-07-12T00:00:00.000Z,1239,343,1254
2020-07-13T00:00:00.000Z,1720,364,1313
2020-07-14T00:00:00.000Z,1604,314,1396
2020-07-15T00:00:00.000Z,1877,362,1427
2020-07-16T00:00:00.000Z,1938,508,1506
2020-07-17T00:00:00.000Z,1605,483,1565
2020-07-18T00:00:00.000Z,1448,443,1593
2020-07-19T00:00:00.000Z,1016,522,1633
2020-07-20T00:00:00.000Z,1887,624,1601
2020-07-21T00:00:00.000Z,2006,634,1625
2020-07-22T00:00:00.000Z,2044,3842,1682
2020-07-23T00:00:00.000Z,1989,6664,1706
2020-07-24T00:00:00.000Z,1830,1682,1713
2020-07-25T00:00:00.000Z,1112,605,1745
2020-07-26T00:00:00.000Z,1042,2849,1697
2020-07-27T00:00:00.000Z,2048,1822,1701
2020-07-28T00:00:00.000Z,2125,1608,1724
2020-07-29T00:00:00.000Z,1954,1448,1741
2020-07-30T00:00:00.000Z,1787,1741,1728
2020-07-31T00:00:00.000Z,1362,1322,1699
2020-08-01T00:00:00.000Z,625,545,1632
2020-08-02T00:00:00.000Z,708,2529,1563
2020-08-03T00:00:00.000Z,1800,1855,1515
2020-08-04T00:00:00.000Z,1729,1706,1480
2020-08-05T00:00:00.000Z,1690,1528,1423
2020-08-06T00:00:00.000Z,1677,1825,1385
2020-08-07T00:00:00.000Z,1764,1248,1370
2020-08-08T00:00:00.000Z,754,618,1427
2020-08-09T00:00:00.000Z,924,2309,1446
2020-08-10T00:00:00.000Z,1704,1397,1476
2020-08-11T00:00:00.000Z,1823,996,1463
2020-08-12T00:00:00.000Z,1622,1147,1476
2020-08-13T00:00:00.000Z,1643,1326,1466
2020-08-14T00:00:00.000Z,1388,990,1462
2020-08-15T00:00:00.000Z,757,568,1408
2020-08-16T00:00:00.000Z,1068,2248,1408
2020-08-17T00:00:00.000Z,1650,1205,1429
2020-08-18T00:00:00.000Z,1649,1129,1421
2020-08-19T00:00:00.000Z,1640,1492,1396
2020-08-20T00:00:00.000Z,1487,1448,1399
2020-08-21T00:00:00.000Z,1493,1594,1377
2020-08-22T00:00:00.000Z,711,671,1392
2020-08-23T00:00:00.000Z,965,2141,1385
2020-08-24T00:00:00.000Z,1900,1411,1370
2020-08-25T00:00:00.000Z,1956,802,1406
2020-08-26T00:00:00.000Z,1953,3739,1450
2020-08-27T00:00:00.000Z,2071,1537,1495
2020-08-28T00:00:00.000Z,1832,1848,1578
2020-08-29T00:00:00.000Z,910,715,1626
2020-08-30T00:00:00.000Z,1101,2321,1655
2020-08-31T00:00:00.000Z,2178,1502,1674
2020-09-01T00:00:00.000Z,2252,1022,1714
2020-09-02T00:00:00.000Z,3193,1420,1756
2020-09-03T00:00:00.000Z,2661,1832,1933
2020-09-04T00:00:00.000Z,2623,1221,2018
2020-09-05T00:00:00.000Z,1505,905,2131
2020-09-06T00:00:00.000Z,2177,2425,2216
2020-09-07T00:00:00.000Z,3388,1611,2369
2020-09-08T00:00:00.000Z,3489,1456,2542
2020-09-09T00:00:00.000Z,3994,1487,2719
2020-09-10T00:00:00.000Z,4161,2002,2833
2020-09-11T00:00:00.000Z,3975,1795,3048
2020-09-12T00:00:00.000Z,2718,1279,3241
2020-09-13T00:00:00.000Z,3175,3317,3414
2020-09-14T00:00:00.000Z,4805,2428,3557
2020-09-15T00:00:00.000Z,5539,2304,3759
2020-09-16T00:00:00.000Z,4574,2822,4052
2020-09-17T00:00:00.000Z,5385,3766,4135
2020-09-18T00:00:00.000Z,5340,2877,4310
2020-09-19T00:00:00.000Z,3809,1463,4505
2020-09-20T00:00:00.000Z,2579,2509,4661
2020-09-21T00:00:00.000Z,3865,4740,4575
2020-09-22T00:00:00.000Z,7021,3565,4441
2020-09-23T00:00:00.000Z,7125,3880,4653
2020-09-24T00:00:00.000Z,8234,4682,5017
2020-09-25T00:00:00.000Z,8389,4217,5424
2020-09-26T00:00:00.000Z,5882,2426,5860
2020-09-27T00:00:00.000Z,3413,5775,6156
2020-09-28T00:00:00.000Z,1159,2203,6275
2020-09-29T00:00:00.000Z,4992,5907,5889
2020-09-30T00:00:00.000Z,9078,5307,5599
2020-10-01T00:00:00.000Z,7731,5845,5878
2020-10-02T00:00:00.000Z,7059,5666,5806
2020-10-03T00:00:00.000Z,2595,3542,5616
2020-10-04T00:00:00.000Z,2938,8224,5146
2020-10-05T00:00:00.000Z,5721,7056,5078
2020-10-06T00:00:00.000Z,4724,6536,5730
2020-10-07T00:00:00.000Z,4164,4974,5692
2020-10-08T00:00:00.000Z,3755,4868,4990
2020-10-09T00:00:00.000Z,2963,5166,4422
2020-10-10T00:00:00.000Z,916,3850,3837
2020-10-11T00:00:00.000Z,1646,7675,3597
2020-10-12T00:00:00.000Z,3169,5593,3412
2020-10-13T00:00:00.000Z,2336,5820,3048
2020-10-14T00:00:00.000Z,2118,5906,2707
2020-10-15T00:00:00.000Z,1612,5498,2414
2020-10-16T00:00:00.000Z,1500,3539,2108
2020-10-17T00:00:00.000Z,412,2534,1899
2020-10-18T00:00:00.000Z,923,4988,1827
2020-10-19T00:00:00.000Z,1517,2386,1724
2020-10-20T00:00:00.000Z,1193,1832,1488
2020-10-21T00:00:00.000Z,1172,3186,1325
2020-10-22T00:00:00.000Z,1032,3170,1189
2020-10-23T00:00:00.000Z,849,2476,1107
2020-10-24T00:00:00.000Z,246,1321,1014
2020-10-25T00:00:00.000Z,607,2727,990
2020-10-26T00:00:00.000Z,884,1315,945
2020-10-27T00:00:00.000Z,887,972,854
2020-10-28T00:00:00.000Z,723,1308,811
2020-10-29T00:00:00.000Z,644,1453,746
2020-10-30T00:00:00.000Z,680,1071,691
2020-10-31T00:00:00.000Z,228,801,667
2020-11-01T00:00:00.000Z,658,1534,664
2020-11-02T00:00:00.000Z,788,921,672
2020-11-03T00:00:00.000Z,845,738,658
2020-11-04T00:00:00.000Z,769,637,652
2020-11-05T00:00:00.000Z,570,849,658
2020-11-06T00:00:00.000Z,691,899,648
2020-11-07T00:00:00.000Z,212,688,649
2020-11-08T00:00:00.000Z,534,684,647
2020-11-09T00:00:00.000Z,719,930,629
2020-11-10T00:00:00.000Z,675,337,620
2020-11-11T00:00:00.000Z,764,1099,595
2020-11-12T00:00:00.000Z,836,1215,595
2020-11-13T00:00:00.000Z,761,739,633
2020-11-14T00:00:00.000Z,291,426,643
2020-11-15T00:00:00.000Z,625,980,654
2020-11-16T00:00:00.000Z,873,668,667
2020-11-17T00:00:00.000Z,829,584,689
2020-11-18T00:00:00.000Z,795,807,711
2020-11-19T00:00:00.000Z,771,757,715
2020-11-20T00:00:00.000Z,773,682,706
2020-11-21T00:00:00.000Z,422,451,708
2020-11-22T00:00:00.000Z,762,1013,726
2020-11-23T00:00:00.000Z,959,656,746
2020-11-24T00:00:00.000Z,857,548,758
2020-11-25T00:00:00.000Z,1079,852,762
2020-11-26T00:00:00.000Z,1087,936,803
2020-11-27T00:00:00.000Z,1031,698,848
2020-11-28T00:00:00.000Z,582,424,885
2020-11-29T00:00:00.000Z,1024,1114,908
2020-11-30T00:00:00.000Z,1253,741,945
2020-12-01T00:00:00.000Z,1199,704,987
2020-12-02T00:00:00.000Z,1588,848,1036
2020-12-03T00:00:00.000Z,1451,1441,1109
2020-12-04T00:00:00.000Z,1514,869,1161
2020-12-05T00:00:00.000Z,1000,601,1230
2020-12-06T00:00:00.000Z,1363,1412,1289
2020-12-07T00:00:00.000Z,1860,915,1338
2020-12-08T00:00:00.000Z,1768,901,1425
2020-12-09T00:00:00.000Z,1866,1041,1506
2020-12-10T00:00:00.000Z,2005,1448,1546
2020-12-11T00:00:00.000Z,1835,1154,1625
2020-12-12T00:00:00.000Z,1296,925,1671
2020-12-13T00:00:00.000Z,1729,1925,1713
2020-12-14T00:00:00.000Z,2315,1273,1765
2020-12-15T00:00:00.000Z,2891,1213,1830
2020-12-16T00:00:00.000Z,2852,1635,1991
2020-12-17T00:00:00.000Z,2846,1968,2131
2020-12-18T00:00:00.000Z,2792,1572,2252
2020-12-19T00:00:00.000Z,1887,1096,2388
2020-12-20T00:00:00.000Z,3093,2597,2473
2020-12-21T00:00:00.000Z,3849,1577,2668
2020-12-22T00:00:00.000Z,4375,1633,2887
2020-12-23T00:00:00.000Z,4035,2044,3099
2020-12-24T00:00:00.000Z,4052,2896,3268
2020-12-25T00:00:00.000Z,4010,2422,3440
2020-12-26T00:00:00.000Z,2659,1835,3614
2020-12-27T00:00:00.000Z,3528,4250,3724
2020-12-28T00:00:00.000Z,5519,2500,3786
2020-12-29T00:00:00.000Z,5640,2415,4025
2020-12-30T00:00:00.000Z,5868,3751,4206
2020-12-31T00:00:00.000Z,5875,4296,4468
2021-01-01T00:00:00.000Z,6022,3502,4728
2021-01-02T00:00:00.000Z,4218,2066,5015
2021-01-03T00:00:00.000Z,5230,5623,5238
2021-01-04T00:00:00.000Z,8405,3120,5481
2021-01-05T00:00:00.000Z,8236,2994,5894
2021-01-06T00:00:00.000Z,7878,4834,6264
2021-01-07T00:00:00.000Z,7644,5919,6552
2021-01-08T00:00:00.000Z,8160,4899,6804
2021-01-09T00:00:00.000Z,5157,3118,7110
2021-01-10T00:00:00.000Z,6937,8460,7244
2021-01-11T00:00:00.000Z,9712,4897,7488
2021-01-12T00:00:00.000Z,9295,4615,7674
2021-01-13T00:00:00.000Z,9471,8084,7826
2021-01-14T00:00:00.000Z,9295,9305,8053
2021-01-15T00:00:00.000Z,8427,8084,8289
2021-01-16T00:00:00.000Z,5088,4304,8327
2021-01-17T00:00:00.000Z,5648,11031,8317
2021-01-18T00:00:00.000Z,10114,6223,8133
2021-01-19T00:00:00.000Z,8621,5538,8191
2021-01-20T00:00:00.000Z,8361,8842,8094
2021-01-21T00:00:00.000Z,7269,10101,7936
2021-01-22T00:00:00.000Z,7388,8576,7646
2021-01-23T00:00:00.000Z,2448,4216,7498
2021-01-24T00:00:00.000Z,4945,10533,7121
2021-01-25T00:00:00.000Z,8725,5683,7020
2021-01-26T00:00:00.000Z,7790,5151,6822
2021-01-27T00:00:00.000Z,7724,7508,6703
2021-01-28T00:00:00.000Z,7182,9335,6612
2021-01-29T00:00:00.000Z,6748,7588,6600
2021-01-30T00:00:00.000Z,2615,3593,6508
2021-01-31T00:00:00.000Z,5226,10239,6532
2021-02-01T00:00:00.000Z,8878,5209,6572
2021-02-02T00:00:00.000Z,7939,4471,6594
2021-02-03T00:00:00.000Z,4666,6195,6616
