period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,435,1778,6.01,24.56
3_Month,5-11,961,5484,2.41,13.75
6_Month,5-11,2366,42137,0.51,9.14
1_Year,5-11,2366,43729,0.4,7.36
All,5-11,2366,43960,0.34,6.32
1_Month,12-15,374,550,7.69,11.3
3_Month,12-15,964,1569,4.53,7.37
6_Month,12-15,7202,15366,3.21,6.85
1_Year,12-15,7268,16446,2.73,6.19
All,12-15,7268,16702,2.18,5
1_Month,16-19,486,171,12.74,4.48
3_Month,16-19,1383,638,7.37,3.4
6_Month,16-19,11509,8908,6.32,4.89
1_Year,16-19,11706,9911,5.55,4.7
All,16-19,11717,10192,3.99,3.47
1_Month,20-29,1364,407,11.96,3.57
3_Month,20-29,4424,1514,7.48,2.56
6_Month,20-29,27393,16481,7.14,4.3
1_Year,20-29,27858,18639,6.15,4.12
All,20-29,27889,19095,4.59,3.14
1_Month,30-39,1431,520,10.15,3.69
3_Month,30-39,4575,1763,6.51,2.51
6_Month,30-39,24969,14786,5.99,3.54
1_Year,30-39,25376,16353,5.19,3.35
All,30-39,25429,16675,4.21,2.76
1_Month,40-49,1509,390,10.03,2.59
3_Month,40-49,4152,1309,6.07,1.91
6_Month,40-49,22025,10930,5.7,2.83
1_Year,40-49,22362,11880,5.07,2.69
All,40-49,22424,12116,4.16,2.25
1_Month,50-59,1125,236,7.69,1.61
3_Month,50-59,2905,778,5.02,1.34
6_Month,50-59,13780,5884,5.23,2.23
1_Year,50-59,13960,6277,4.75,2.14
All,50-59,14008,6441,3.83,1.76
1_Month,60-69,785,133,5.03,0.85
3_Month,60-69,1956,409,3.63,0.76
6_Month,60-69,7913,3089,4.18,1.63
1_Year,60-69,8033,3231,3.86,1.55
All,60-69,8066,3317,3.17,1.3
1_Month,70-79,529,48,3.71,0.34
3_Month,70-79,1057,142,2.58,0.35
6_Month,70-79,3379,888,3.05,0.8
1_Year,70-79,3449,931,2.85,0.77
All,70-79,3469,980,2.4,0.68
1_Month,80+,225,27,3.64,0.44
3_Month,80+,542,85,2.96,0.46
6_Month,80+,1932,488,3.68,0.93
1_Year,80+,1976,511,3.37,0.87
All,80+,2006,556,2.67,0.74
