age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,81,0,3184,141.1,0,313.3,0,0,1,0,0,0.1
12-15,1371,0,781,383.4,0,314.2,0,0,0,0,0,0
16-19,674,159,399,177.9,210.7,340.2,0,0,1,0,0,0.9
20-29,1540,345,549,175.4,164.3,283.4,1,0,2,0.1,0,1
30-39,1480,392,497,175.5,206.2,348.6,0,0,7,0,0,4.9
40-49,1578,282,364,187.2,208.8,328.7,0,0,15,0,0,13.5
50-59,1078,122,204,153.4,142.1,278.9,1,2,17,0.1,2.3,23.2
60-69,733,54,115,114.9,112.9,208.9,3,2,14,0.5,4.2,25.4
70-79,429,28,50,92.1,107.7,160.7,1,1,7,0.2,3.8,22.5
80-89,124,5,25,61.1,30.1,151.6,4,0,7,2,0,42.4
90+,29,2,6,66,27.5,101.5,1,0,0,2.3,0,0
