age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,345,0,601,121.5,,64.9,0,0,0,0,,0
12-15,356,172,169,132.7,181.2,64.4,0,0,0,0,0,0
16-19,190,372,84,73.6,187.3,65.1,0,0,0,0,0,0
20-29,300,1603,225,55.5,270.5,127.1,1,0,2,0.2,0,1.1
30-39,431,1804,264,80.9,333.3,205.7,0,0,1,0,0,0.8
40-49,469,1859,208,94.3,366.5,204.4,1,1,1,0.2,0.2,1
50-59,557,1715,167,148.8,394.6,270.1,0,3,1,0,0.7,1.6
60-69,2068,1053,170,489.1,402.7,288.1,10,4,2,2.4,1.5,3.4
70-79,2533,575,118,716.4,410.2,450,16,4,3,4.5,2.9,11.4
80+,1344,190,92,711.9,262.2,513.8,16,8,2,8.5,11,11.2
