period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,324,2657,1.11,9.13
3_Month,5-11,1593,37838,0.37,8.77
6_Month,5-11,1597,38332,0.34,8.27
1_Year,5-11,1597,39624,0.28,6.96
All,5-11,1597,39744,0.24,5.93
1_Month,12-15,484,730,3.35,5.06
3_Month,12-15,6502,14087,3.12,6.77
6_Month,12-15,6570,14346,3.03,6.62
1_Year,12-15,6647,15271,2.63,6.04
All,12-15,6647,15422,2.08,4.82
1_Month,16-19,737,316,5.28,2.26
3_Month,16-19,10493,8434,6.17,4.96
6_Month,16-19,10575,8621,6.05,4.93
1_Year,16-19,10794,9440,5.4,4.72
All,16-19,10803,9704,3.83,3.44
1_Month,20-29,2435,634,6.13,1.6
3_Month,20-29,24324,15310,7.03,4.42
6_Month,20-29,24526,15718,6.88,4.41
1_Year,20-29,25034,17448,5.98,4.17
All,20-29,25055,17864,4.38,3.12
1_Month,30-39,2113,653,5.13,1.59
3_Month,30-39,21501,13365,5.85,3.64
6_Month,30-39,21704,13718,5.72,3.61
1_Year,30-39,22120,14939,5,3.38
All,30-39,22150,15222,3.98,2.73
1_Month,40-49,1765,478,4.48,1.21
3_Month,40-49,18820,9853,5.58,2.92
6_Month,40-49,18989,10068,5.48,2.91
1_Year,40-49,19320,10803,4.89,2.73
All,40-49,19353,11008,3.93,2.23
1_Month,50-59,1212,309,4.1,1.05
3_Month,50-59,11501,5266,5.21,2.38
6_Month,50-59,11585,5360,5.14,2.38
1_Year,50-59,11774,5656,4.66,2.24
All,50-59,11807,5806,3.64,1.79
1_Month,60-69,674,153,3.12,0.71
3_Month,60-69,6282,2754,4.28,1.87
6_Month,60-69,6338,2790,4.23,1.86
1_Year,60-69,6454,2892,3.86,1.73
All,60-69,6476,2964,3.04,1.39
1_Month,70-79,232,32,1.74,0.24
3_Month,70-79,2444,760,3.17,0.99
6_Month,70-79,2469,768,3.14,0.98
1_Year,70-79,2536,805,2.88,0.92
All,70-79,2549,846,2.3,0.76
1_Month,80-89,104,18,2.28,0.39
3_Month,80-89,1070,328,3.63,1.11
6_Month,80-89,1073,335,3.56,1.11
1_Year,80-89,1112,343,3.21,0.99
All,80-89,1125,373,2.41,0.8
1_Month,90+,33,5,3.25,0.49
3_Month,90+,377,83,4.94,1.09
6_Month,90+,379,83,4.87,1.07
1_Year,90+,396,87,4.4,0.97
All,90+,403,98,3.09,0.75
