period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,245,1855,1.52,11.54
3_Month,5-11,1246,20152,0.57,9.22
6_Month,5-11,1817,39828,0.39,8.64
1_Year,5-11,1817,41273,0.31,7.08
All,5-11,1817,41460,0.27,6.05
1_Month,12-15,243,503,3.21,6.64
3_Month,12-15,3080,5398,3.27,5.74
6_Month,12-15,6758,14724,3.08,6.71
1_Year,12-15,6815,15748,2.63,6.08
All,12-15,6815,15948,2.08,4.88
1_Month,16-19,393,239,6.17,3.75
3_Month,16-19,4263,2140,5.67,2.85
6_Month,16-19,10940,8732,6.14,4.9
1_Year,16-19,11120,9700,5.41,4.72
All,16-19,11130,9975,3.86,3.46
1_Month,20-29,1362,651,6.38,3.05
3_Month,20-29,10703,4250,6.58,2.61
6_Month,20-29,25758,16057,6.95,4.33
1_Year,20-29,26180,18133,5.98,4.14
All,20-29,26204,18573,4.43,3.14
1_Month,30-39,1613,749,5.48,2.55
3_Month,30-39,10931,4723,5.5,2.38
6_Month,30-39,23190,14198,5.79,3.54
1_Year,30-39,23549,15696,5.02,3.34
All,30-39,23592,16001,4.04,2.74
1_Month,40-49,1365,567,4.93,2.05
3_Month,40-49,9111,3467,4.92,1.87
6_Month,40-49,20228,10499,5.5,2.85
1_Year,40-49,20520,11407,4.88,2.71
All,40-49,20561,11632,3.96,2.24
1_Month,50-59,950,347,4.08,1.49
3_Month,50-59,5830,1889,4.55,1.48
6_Month,50-59,12457,5635,5.08,2.3
1_Year,50-59,12618,6010,4.6,2.19
All,50-59,12658,6168,3.66,1.78
1_Month,60-69,682,174,3.09,0.79
3_Month,60-69,3206,978,3.51,1.07
6_Month,60-69,6983,2947,4.12,1.74
1_Year,60-69,7085,3081,3.77,1.64
All,60-69,7109,3158,3.04,1.35
1_Month,70-79,343,63,2.18,0.4
3_Month,70-79,1263,312,2.37,0.59
6_Month,70-79,2788,825,3,0.89
1_Year,70-79,2848,870,2.77,0.85
All,70-79,2866,916,2.27,0.73
1_Month,80+,204,38,2.66,0.5
3_Month,80+,727,184,2.83,0.72
6_Month,80+,1641,451,3.66,1
1_Year,80+,1690,472,3.32,0.93
All,80+,1712,516,2.55,0.77
