age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,495,0,881,171.5,,95.7,0,0,0,0,,0
12-15,362,169,171,128.2,196.7,66.3,0,0,0,0,0,0
16-19,575,81,105,150.2,107,82.3,0,0,1,0,0,0.8
20-29,1677,223,275,175.5,125.9,154,1,0,2,0.1,0,1.1
30-39,2047,264,333,224.2,164.4,258.4,0,0,3,0,0,2.3
40-49,2014,162,242,226.8,138.5,237.7,2,4,4,0.2,3.4,3.9
50-59,1817,124,180,248.7,162.8,280.5,5,1,8,0.7,1.3,12.5
60-69,2964,121,217,458.5,320.4,366.8,22,2,7,3.4,5.3,11.8
70-79,2679,79,191,567.8,429.7,640.6,29,3,6,6.1,16.3,20.1
80+,1818,69,215,734.3,518.9,1177.8,57,2,14,23,15,76.7
