period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,339,941,12.08,33.54
3_Month,5-11,2695,9849,8.57,31.31
6_Month,5-11,3460,15401,4.15,18.45
1_Year,5-11,4694,51589,0.8,8.84
All,5-11,4694,52283,0.65,7.25
1_Month,12-15,210,223,15.99,16.98
3_Month,12-15,1744,2345,11.57,15.56
6_Month,12-15,2626,3839,6.47,9.46
1_Year,12-15,8664,17916,3.3,6.81
All,12-15,8680,18596,2.52,5.39
1_Month,16-19,501,135,25.35,6.83
3_Month,16-19,3301,1083,19.6,6.43
6_Month,16-19,4627,1720,11.63,4.32
1_Year,16-19,14485,10532,6.74,4.9
All,16-19,14607,11136,4.76,3.63
1_Month,20-29,1696,364,23.56,5.06
3_Month,20-29,10154,2779,19.15,5.24
6_Month,20-29,14382,4238,11.98,3.53
1_Year,20-29,36619,20416,7.78,4.34
All,20-29,36832,21527,5.66,3.31
1_Month,30-39,1939,494,22.4,5.71
3_Month,30-39,11558,3536,17.63,5.39
6_Month,30-39,15810,5135,10.97,3.56
1_Year,30-39,35506,18997,6.88,3.68
All,30-39,35712,19749,5.43,3
1_Month,40-49,1800,391,20.65,4.48
3_Month,40-49,10855,2703,16.43,4.09
6_Month,40-49,14471,3890,10.23,2.75
1_Year,40-49,31727,13978,6.73,2.97
All,40-49,31938,14475,5.39,2.44
1_Month,50-59,1376,221,16.06,2.58
3_Month,50-59,7721,1603,12.3,2.55
6_Month,50-59,10211,2317,8.33,1.89
1_Year,50-59,20593,7559,6.26,2.3
All,50-59,20732,7841,4.99,1.89
1_Month,60-69,1119,155,11.05,1.53
3_Month,60-69,5832,902,8.55,1.32
6_Month,60-69,7415,1281,6.23,1.08
1_Year,60-69,13102,3971,5.19,1.57
All,60-69,13216,4111,4.27,1.33
1_Month,70-79,789,68,8.09,0.7
3_Month,70-79,3661,383,5.98,0.63
6_Month,70-79,4356,505,4.54,0.53
1_Year,70-79,6605,1254,4.03,0.77
All,70-79,6661,1324,3.45,0.69
1_Month,80+,700,74,11,1.16
3_Month,80+,2511,264,7.55,0.79
6_Month,80+,2918,343,5.96,0.7
1_Year,80+,4249,742,5.12,0.89
All,80+,4310,798,4.19,0.78
