period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
6_Month,5-11,1197,35676,0.24,7.12
All,5-11,1197,36201,0.19,5.74
1_Year,5-11,1197,36117,0.22,6.61
3_Month,5-11,1197,34542,0.3,8.58
1_Month,5-11,828,23274,0.32,8.86
1_Year,12-15,6012,14332,2.48,5.92
6_Month,12-15,5991,13981,2.7,6.3
1_Month,12-15,3602,6909,3.15,6.03
All,12-15,6012,14451,2,4.8
3_Month,12-15,5923,13264,3.08,6.89
1_Month,16-19,5156,3105,5.79,3.49
3_Month,16-19,9619,8106,6.25,5.27
6_Month,16-19,9763,8809,5.59,5.04
1_Year,16-19,9858,9070,5.24,4.82
All,16-19,9866,9305,3.73,3.52
1_Month,20-29,11984,6051,6.93,3.5
All,20-29,22160,17060,4.22,3.25
1_Year,20-29,22149,16718,5.75,4.34
6_Month,20-29,21979,16199,6.26,4.61
3_Month,20-29,21570,14655,7.14,4.85
3_Month,30-39,19090,12684,5.94,3.95
All,30-39,19592,14413,3.87,2.85
1_Year,30-39,19586,14201,4.85,3.52
6_Month,30-39,19429,13819,5.23,3.72
1_Month,30-39,11710,6408,5.76,3.15
1_Month,40-49,10059,4560,5.43,2.46
All,40-49,17181,10418,3.87,2.34
1_Year,40-49,17169,10257,4.84,2.89
6_Month,40-49,17033,10022,5.19,3.05
3_Month,40-49,16765,9355,5.73,3.19
3_Month,50-59,10086,4933,5.38,2.63
1_Month,50-59,6092,2404,5.09,2.01
6_Month,50-59,10228,5215,4.99,2.55
1_Year,50-59,10322,5309,4.64,2.39
All,50-59,10331,5434,3.58,1.88
All,60-69,5693,2779,3.04,1.49
1_Month,60-69,3142,1214,4.2,1.62
3_Month,60-69,5547,2584,4.53,2.11
6_Month,60-69,5617,2673,4.26,2.03
1_Year,60-69,5687,2720,3.95,1.89
6_Month,70-79,2210,736,3.32,1.11
1_Month,70-79,1182,360,3.18,0.97
All,70-79,2254,794,2.37,0.83
1_Year,70-79,2249,760,3.05,1.03
3_Month,70-79,2164,711,3.49,1.15
1_Month,80-89,528,171,3.44,1.12
1_Year,80-89,991,318,3.32,1.06
All,80-89,1001,346,2.43,0.84
6_Month,80-89,971,311,3.66,1.17
3_Month,80-89,950,303,3.92,1.25
3_Month,90+,343,77,5.3,1.19
All,90+,367,93,3.1,0.79
1_Year,90+,364,82,4.54,1.02
6_Month,90+,350,79,4.93,1.11
1_Month,90+,172,46,4.14,1.11
