period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,146,289,18.16,35.95
3_Month,5-11,444,1067,14.29,34.34
6_Month,5-11,3197,11125,8.87,30.87
1_Year,5-11,5094,51452,1.02,10.35
All,5-11,5094,53183,0.7,7.34
1_Month,12-15,204,110,28.65,15.45
3_Month,12-15,533,407,22.12,16.89
6_Month,12-15,2299,2795,12.55,15.26
1_Year,12-15,9108,17622,3.81,7.38
All,12-15,9167,18948,2.64,5.46
1_Month,16-19,428,54,41.35,5.22
3_Month,16-19,834,162,32.23,6.26
6_Month,16-19,4129,1256,20.8,6.33
1_Year,16-19,15140,10016,7.62,5.04
All,16-19,15349,11277,4.96,3.65
1_Month,20-29,1058,111,40.17,4.21
3_Month,20-29,2307,335,30.7,4.46
6_Month,20-29,12302,3135,20.05,5.11
1_Year,20-29,38308,19244,8.81,4.43
All,20-29,38790,21802,5.9,3.32
1_Month,30-39,1041,132,35.71,4.53
3_Month,30-39,2498,438,27.44,4.81
6_Month,30-39,13921,3983,18.31,5.24
1_Year,30-39,37425,18265,7.79,3.8
All,30-39,37863,20107,5.69,3.02
1_Month,40-49,1273,124,37.27,3.63
3_Month,40-49,2864,413,27.87,4.02
6_Month,40-49,13582,3106,17.44,3.99
1_Year,40-49,34060,13653,7.57,3.04
All,40-49,34445,14814,5.73,2.46
1_Month,50-59,1049,113,29.07,3.13
3_Month,50-59,2285,303,21.25,2.82
6_Month,50-59,9881,1884,13.23,2.52
1_Year,50-59,22505,7543,6.95,2.33
All,50-59,22740,8096,5.35,1.91
1_Month,60-69,877,45,20.62,1.06
3_Month,60-69,1992,166,15.13,1.26
6_Month,60-69,7692,1056,9.34,1.28
1_Year,60-69,14803,4012,5.78,1.57
All,60-69,14966,4238,4.67,1.32
1_Month,70-79,597,25,14.34,0.6
3_Month,70-79,1484,87,10.61,0.62
6_Month,70-79,5038,462,6.66,0.61
1_Year,70-79,7884,1299,4.59,0.76
All,70-79,7976,1392,3.89,0.68
1_Month,80+,387,34,14.73,1.29
3_Month,80+,973,85,12.05,1.05
6_Month,80+,3350,340,8.15,0.83
1_Year,80+,5045,799,5.78,0.92
All,80+,5125,868,4.68,0.79
