period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,180,1009,2.63,14.73
3_Month,5-11,870,8887,0.96,9.79
6_Month,5-11,1884,40268,0.41,8.74
1_Year,5-11,1884,41724,0.32,7.13
All,5-11,1884,41930,0.27,6.1
1_Month,12-15,169,245,4.85,7.03
3_Month,12-15,1395,2362,3.32,5.62
6_Month,12-15,6839,14817,3.1,6.73
1_Year,12-15,6898,15830,2.65,6.08
All,12-15,6898,16055,2.1,4.89
1_Month,16-19,234,108,8.07,3.73
3_Month,16-19,1972,894,5.58,2.53
6_Month,16-19,11002,8757,6.16,4.9
1_Year,16-19,11182,9733,5.41,4.71
All,16-19,11193,10010,3.87,3.46
1_Month,20-29,724,242,7.9,2.64
3_Month,20-29,5650,1979,6.3,2.21
6_Month,20-29,25968,16108,6.97,4.32
1_Year,20-29,26393,18199,6,4.13
All,20-29,26420,18645,4.44,3.13
1_Month,30-39,894,263,6.71,1.98
3_Month,30-39,5760,2167,5.35,2.01
6_Month,30-39,23468,14265,5.81,3.53
1_Year,30-39,23830,15780,5.04,3.34
All,30-39,23876,16091,4.06,2.74
1_Month,40-49,753,217,5.82,1.68
3_Month,40-49,4872,1583,4.76,1.55
6_Month,40-49,20453,10545,5.51,2.84
1_Year,40-49,20747,11457,4.89,2.7
All,40-49,20792,11687,3.98,2.24
1_Month,50-59,521,124,4.64,1.1
3_Month,50-59,3235,931,4.24,1.22
6_Month,50-59,12601,5654,5.08,2.28
1_Year,50-59,12763,6034,4.6,2.17
All,50-59,12805,6194,3.67,1.77
1_Month,60-69,404,70,3.43,0.59
3_Month,60-69,1939,483,3.22,0.8
6_Month,60-69,7097,2960,4.11,1.71
1_Year,60-69,7199,3098,3.77,1.62
All,60-69,7225,3177,3.04,1.34
1_Month,70-79,212,31,2.33,0.34
3_Month,70-79,796,161,2.05,0.42
6_Month,70-79,2842,835,2.97,0.87
1_Year,70-79,2904,878,2.75,0.83
All,70-79,2922,925,2.27,0.72
1_Month,80+,153,27,3.33,0.59
3_Month,80+,500,101,2.8,0.57
6_Month,80+,1696,457,3.69,0.99
1_Year,80+,1743,480,3.35,0.92
All,80+,1767,524,2.59,0.77
