period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,627,2465,6.76,26.58
3_Month,5-11,1140,5996,2.91,15.3
6_Month,5-11,2577,42877,0.56,9.26
1_Year,5-11,2577,44486,0.43,7.46
All,5-11,2577,44718,0.37,6.4
1_Month,12-15,505,727,8.5,12.24
3_Month,12-15,1066,1703,5.1,8.15
6_Month,12-15,7350,15554,3.26,6.91
1_Year,12-15,7417,16639,2.78,6.23
All,12-15,7417,16903,2.21,5.04
1_Month,16-19,641,232,13.82,5
3_Month,16-19,1472,674,8.21,3.76
6_Month,16-19,11671,8967,6.38,4.9
1_Year,16-19,11872,9979,5.61,4.71
All,16-19,11883,10260,4.04,3.48
1_Month,20-29,1807,559,12.96,4.01
3_Month,20-29,4637,1623,8,2.8
6_Month,20-29,27867,16641,7.21,4.31
1_Year,20-29,28345,18811,6.22,4.13
All,20-29,28376,19267,4.65,3.16
1_Month,30-39,1912,704,11.22,4.13
3_Month,30-39,4885,1919,7.03,2.76
6_Month,30-39,25488,14979,6.06,3.56
1_Year,30-39,25908,16559,5.26,3.36
All,30-39,25961,16881,4.27,2.78
1_Month,40-49,1989,524,10.94,2.88
3_Month,40-49,4515,1421,6.63,2.09
6_Month,40-49,22553,11066,5.79,2.84
1_Year,40-49,22906,12027,5.15,2.7
All,40-49,22967,12264,4.23,2.26
1_Month,50-59,1396,311,8.03,1.79
3_Month,50-59,3140,832,5.36,1.42
6_Month,50-59,14096,5966,5.28,2.23
1_Year,50-59,14280,6363,4.8,2.14
All,50-59,14328,6527,3.88,1.77
1_Month,60-69,1012,158,5.51,0.86
3_Month,60-69,2165,425,3.9,0.77
6_Month,60-69,8159,3125,4.23,1.62
1_Year,60-69,8287,3269,3.91,1.54
All,60-69,8320,3355,3.22,1.3
1_Month,70-79,666,57,4,0.34
3_Month,70-79,1201,153,2.8,0.36
6_Month,70-79,3534,900,3.1,0.79
1_Year,70-79,3608,943,2.9,0.76
All,70-79,3628,992,2.46,0.67
1_Month,80+,308,37,4.16,0.5
3_Month,80+,622,95,3.2,0.49
6_Month,80+,2018,498,3.73,0.92
1_Year,80+,2062,521,3.43,0.87
All,80+,2093,566,2.73,0.74
