instituteDesc,occupancy,gOccupancy,occupancyDate
Rabin K. Hasharon             ,50.9,62.2,2022-06-21T00:00:00.000Z
Soroka Medical Center         ,66.7,81.3,2022-06-21T00:00:00.000Z
Woolfson Medical Center       ,70.5,75.4,2022-06-21T00:00:00.000Z
Meir Hospital                 ,72.5,89.3,2022-06-21T00:00:00.000Z
Hacarmel Hospital             ,73.6,80.4,2022-06-21T00:00:00.000Z
Haemek Valley Center Hospital ,79.4,68.2,2022-06-21T00:00:00.000Z
Yosephtal Hospital            ,81.3,46.2,2022-06-21T00:00:00.000Z
Hadassah Mount Scopus         ,83.3,81.3,2022-06-21T00:00:00.000Z
Shaare Zedek                  ,84,104.5,2022-06-21T00:00:00.000Z
      Ziv Hospital            ,87.5,76.1,2022-06-21T00:00:00.000Z
Assuta Ashdod                 ,94.9,110.2,2022-06-21T00:00:00.000Z
Bnei Ziom Medical Center      ,95.9,88,2022-06-21T00:00:00.000Z
Rambam                        ,95.5,87.3,2022-06-21T00:00:00.000Z
Laniado                       ,96.2,85,2022-06-21T00:00:00.000Z
Barzilai Medical Center       ,97.9,84.1,2022-06-21T00:00:00.000Z
Poriah Hospital               ,97.4,78.9,2022-06-21T00:00:00.000Z
Kaplan Hospital               ,102.7,103,2022-06-21T00:00:00.000Z
Assaf Harofeh Medical Center  ,102.3,77.4,2022-06-21T00:00:00.000Z
Hillel Yaffeh Medical Center  ,107.5,94.8,2022-06-21T00:00:00.000Z
Rabin K. Beilinson            ,107,94.2,2022-06-21T00:00:00.000Z
Chaim Sheba Medical Center    ,113,108.4,2022-06-21T00:00:00.000Z
Nahariya                      ,114.7,94.4,2022-06-21T00:00:00.000Z
Hadassah Ein Kerem            ,116.5,92.2,2022-06-21T00:00:00.000Z
