period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,126,274,14.75,32.08
3_Month,5-11,952,2912,11.1,33.94
6_Month,5-11,3235,11845,7.73,28.31
1_Year,5-11,4948,51276,0.98,10.15
All,5-11,4948,52891,0.68,7.31
1_Month,12-15,154,139,19.85,17.91
3_Month,12-15,703,741,16.44,17.33
6_Month,12-15,2261,2938,10.71,13.91
1_Year,12-15,8908,17564,3.71,7.32
All,12-15,8962,18840,2.59,5.44
1_Month,16-19,185,52,27.05,7.6
3_Month,16-19,1392,395,24.78,7.03
6_Month,16-19,3929,1302,18.21,6.03
1_Year,16-19,14715,10001,7.41,5.03
All,16-19,14919,11223,4.84,3.64
1_Month,20-29,511,90,25.91,4.56
3_Month,20-29,4507,1001,23.8,5.29
6_Month,20-29,11928,3241,17.7,4.81
1_Year,20-29,37251,19208,8.58,4.42
All,20-29,37722,21690,5.77,3.32
1_Month,30-39,635,124,23.99,4.68
3_Month,30-39,5222,1320,22.47,5.68
6_Month,30-39,13712,4108,16.02,4.8
1_Year,30-39,36393,18218,7.58,3.79
All,30-39,36804,19974,5.56,3.02
1_Month,40-49,713,137,23.76,4.57
3_Month,40-49,4920,1038,21.07,4.44
6_Month,40-49,13028,3184,15.04,3.68
1_Year,40-49,32788,13580,7.31,3.03
All,40-49,33157,14689,5.55,2.46
1_Month,50-59,594,83,18.33,2.56
3_Month,50-59,3759,637,16.25,2.75
6_Month,50-59,9327,1892,11.42,2.32
1_Year,50-59,21451,7447,6.69,2.32
All,50-59,21675,7979,5.15,1.89
1_Month,60-69,555,50,13.14,1.18
3_Month,60-69,3065,387,11.26,1.42
6_Month,60-69,7173,1066,8.04,1.2
1_Year,60-69,13903,3972,5.51,1.58
All,60-69,14062,4192,4.45,1.33
1_Month,70-79,482,29,9.54,0.57
3_Month,70-79,2184,180,8.23,0.68
6_Month,70-79,4626,462,5.77,0.58
1_Year,70-79,7278,1276,4.33,0.76
All,70-79,7366,1368,3.67,0.68
1_Month,80+,273,26,10.12,0.96
3_Month,80+,1593,171,9.91,1.06
6_Month,80+,3103,335,7.26,0.78
1_Year,80+,4656,768,5.5,0.91
All,80+,4734,835,4.43,0.78
