age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,8,23,65,145.7,10.3,6.9,0,0,0,0,0,0
12-15,6,38,22,107.3,11.7,7.9,0,0,0,0,0,0
16-19,9,144,31,251.3,32.8,22.8,0,0,0,0,0,0
20-29,15,398,41,145.1,35.5,24.4,0,0,1,0,0,0.6
30-39,16,369,54,151,34.9,43.4,0,1,0,0,0.1,0
40-49,23,376,66,176,38,69.1,0,2,0,0,0.2,0
50-59,19,466,56,112,58.5,106.1,1,2,2,5.9,0.3,3.8
60-69,65,1030,67,280.7,155.6,121.2,0,9,2,0,1.4,3.6
70-79,114,1286,71,508.8,265.4,610.6,2,18,5,8.9,3.7,43
80+,54,899,65,490.9,356.2,437.6,1,19,5,9.1,7.5,33.7
