age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,18,83,291,98.6,37.3,31.1,0,0,0,0,0,0
12-15,12,98,101,49.1,31,37.3,0,0,0,0,0,0
16-19,14,306,69,55.3,72.6,52,0,0,1,0,0,0.8
20-29,54,1105,260,82.1,104.1,151.1,0,4,1,0,0.4,0.6
30-39,50,1185,276,69.1,119.1,220.3,0,2,2,0,0.2,1.6
40-49,69,1210,206,97.1,130.2,208.9,0,2,0,0,0.2,0
50-59,92,1300,191,142.3,174.5,335.8,0,10,5,0,1.3,8.8
60-69,205,3273,267,396.4,517.6,472.3,1,29,11,1.9,4.6,19.5
70-79,234,3468,247,635.6,748.1,1347.4,5,42,6,13.6,9.1,32.7
80+,223,3071,316,1232.7,1259.9,1920.4,7,71,23,38.7,29.1,139.8
