age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,12,69,197,150.8,30.3,21,0,0,0,0,0,0
12-15,7,101,37,68.2,30.9,13.6,0,0,0,0,0,0
16-19,11,144,31,117.4,33,23.2,0,0,0,0,0,0
20-29,25,567,99,86.3,51.6,57.9,0,1,2,0,0.1,1.2
30-39,29,734,128,96.2,70.8,102.6,0,0,1,0,0,0.8
40-49,35,797,95,111.1,82.2,97.2,0,1,0,0,0.1,0
50-59,52,785,100,150.9,101.1,180.3,0,2,5,0,0.3,9
60-69,109,1468,121,311.8,226.1,215.1,0,13,3,0,2,5.3
70-79,111,1675,87,423.4,351.8,536.2,2,18,4,7.6,3.8,24.7
80+,58,1331,95,477.3,532.4,589.8,1,22,10,8.2,8.8,62.1
