period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,209,1026,3.99,19.58
3_Month,5-11,751,5374,1.52,10.88
6_Month,5-11,2018,40772,0.44,8.86
1_Year,5-11,2018,42273,0.34,7.19
All,5-11,2018,42504,0.29,6.16
1_Month,12-15,168,256,5.68,8.65
3_Month,12-15,848,1450,3.46,5.92
6_Month,12-15,6886,14941,3.11,6.75
1_Year,12-15,6947,15990,2.65,6.11
All,12-15,6947,16244,2.1,4.92
1_Month,16-19,192,73,9.58,3.64
3_Month,16-19,1288,619,5.87,2.82
6_Month,16-19,11118,8783,6.19,4.89
1_Year,16-19,11306,9771,5.44,4.7
All,16-19,11317,10052,3.9,3.46
1_Month,20-29,526,172,8.82,2.88
3_Month,20-29,4184,1431,6.38,2.18
6_Month,20-29,26264,16178,7,4.31
1_Year,20-29,26703,18296,6.02,4.12
All,20-29,26734,18751,4.47,3.13
1_Month,30-39,613,227,7.4,2.74
3_Month,30-39,4230,1591,5.48,2.06
6_Month,30-39,23790,14381,5.84,3.53
1_Year,30-39,24167,15911,5.06,3.33
All,30-39,24219,16230,4.08,2.74
1_Month,40-49,574,159,6.66,1.84
3_Month,40-49,3593,1192,4.84,1.61
6_Month,40-49,20763,10629,5.53,2.83
1_Year,40-49,21079,11558,4.91,2.69
All,40-49,21139,11794,4.01,2.24
1_Month,50-59,406,70,5.28,0.91
3_Month,50-59,2492,715,4.2,1.2
6_Month,50-59,12846,5692,5.08,2.25
1_Year,50-59,13019,6078,4.61,2.15
All,50-59,13065,6241,3.69,1.76
1_Month,60-69,300,51,3.63,0.62
3_Month,60-69,1619,377,3.16,0.74
6_Month,60-69,7275,2989,4.09,1.68
1_Year,60-69,7387,3128,3.76,1.59
All,60-69,7420,3212,3.06,1.32
1_Month,70-79,168,24,2.4,0.34
3_Month,70-79,723,118,2.03,0.33
6_Month,70-79,2946,851,2.95,0.85
1_Year,70-79,3012,893,2.74,0.81
All,70-79,3032,942,2.28,0.71
1_Month,80+,101,16,3.37,0.53
3_Month,80+,427,78,2.67,0.49
6_Month,80+,1741,464,3.64,0.97
1_Year,80+,1786,487,3.32,0.9
All,80+,1815,532,2.58,0.76
