age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,944,170,2385,384.1,541.2,256.9,0,0,0,0,0,0
12-15,616,598,599,294.6,405.7,226.3,0,0,0,0,0,0
16-19,311,1802,335,173.3,659.7,257.2,0,0,0,0,0,0
20-29,417,5403,843,117.2,698.9,479.8,0,1,1,0,0.1,0.6
30-39,666,6203,950,179.9,886.8,745.5,0,1,3,0,0.1,2.4
40-49,847,6331,715,239.7,976.5,710.3,0,3,1,0,0.5,1
50-59,1157,5581,539,421.7,1046.1,893.7,0,8,2,0,1.5,3.3
60-69,5049,4520,493,1367,1439.7,847,16,14,11,4.3,4.5,18.9
70-79,6595,2534,365,1980.1,1564.7,1515.6,33,29,12,9.9,17.9,49.8
80+,3858,1131,331,2152.9,1385,1871.6,74,54,19,41.3,66.1,107.4
