age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,11561,10,37059,4098.8,,4067.6,0,0,3,0,,0.3
12-15,12358,1736,8109,3661.4,4764.8,3338.7,2,0,2,0.6,0,0.8
16-19,10953,2052,3403,2721.1,3404.7,2962.5,3,0,4,0.7,0,3.5
20-29,21341,4592,6124,2242.2,2896.4,3346,2,0,6,0.2,0,3.3
30-39,29437,5612,7077,3236,3997.2,5237,6,1,11,0.7,0.7,8.1
40-49,28916,3638,5385,3255.6,3567.3,5140.4,15,9,21,1.7,8.8,20
50-59,18002,1830,3103,2468.3,2681.3,4586.9,45,11,47,6.2,16.1,69.5
60-69,15825,1368,2478,2436.6,3471.6,4629.4,99,24,73,15.2,60.9,136.4
70-79,9814,673,1389,2063.4,3002.7,5364,130,28,102,27.3,124.9,393.9
80-89,4963,347,892,2378.2,2332.1,7051.4,124,30,114,59.4,201.6,901.2
90+,1686,97,322,3596.6,1391.1,9805.1,45,5,44,96,71.7,1339.8
