period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
All,5-11,1025,33075,0.17,5.54
1_Year,5-11,1025,32998,0.2,6.39
6_Month,5-11,1025,32679,0.21,6.82
3_Month,5-11,1025,31451,0.28,8.49
1_Month,5-11,904,28294,0.28,8.79
All,12-15,5561,13626,1.94,4.76
1_Year,12-15,5561,13512,2.41,5.87
6_Month,12-15,5548,13306,2.62,6.28
3_Month,12-15,5472,12461,3.07,6.99
1_Month,12-15,4655,10180,3.11,6.8
1_Month,16-19,7208,5767,6.05,4.84
3_Month,16-19,9031,7890,6.3,5.51
6_Month,16-19,9201,8698,5.51,5.2
1_Year,16-19,9263,8854,5.14,4.91
All,16-19,9271,9080,3.65,3.58
1_Month,20-29,16655,10937,7.12,4.67
3_Month,20-29,20282,14200,7.17,5.02
6_Month,20-29,20751,15934,6.09,4.68
1_Year,20-29,20853,16270,5.61,4.37
All,20-29,20864,16587,4.13,3.28
3_Month,30-39,17707,12151,5.98,4.1
All,30-39,18199,13866,3.79,2.88
1_Year,30-39,18194,13665,4.75,3.57
6_Month,30-39,18097,13418,5.1,3.78
1_Month,30-39,15374,10066,5.99,3.92
All,40-49,16009,10037,3.81,2.39
1_Year,40-49,15999,9887,4.78,2.96
6_Month,40-49,15907,9730,5.1,3.12
3_Month,40-49,15601,8984,5.8,3.34
1_Month,40-49,13295,7282,5.72,3.13
All,50-59,9622,5239,3.52,1.92
1_Year,50-59,9615,5123,4.6,2.45
6_Month,50-59,9547,5049,4.9,2.59
3_Month,50-59,9382,4748,5.45,2.76
1_Month,50-59,8027,3848,5.36,2.57
1_Month,60-69,4354,2020,4.47,2.08
3_Month,60-69,5153,2490,4.57,2.21
6_Month,60-69,5240,2584,4.18,2.06
1_Year,60-69,5291,2629,3.91,1.94
All,60-69,5297,2683,2.99,1.51
1_Month,70-79,1721,558,3.54,1.15
6_Month,70-79,2106,699,3.34,1.11
3_Month,70-79,2051,671,3.61,1.18
1_Year,70-79,2132,720,3.1,1.05
All,70-79,2137,754,2.38,0.84
1_Month,80-89,767,251,3.93,1.29
3_Month,80-89,880,289,3.98,1.31
6_Month,80-89,905,297,3.58,1.17
1_Year,80-89,921,304,3.29,1.09
All,80-89,931,332,2.38,0.85
All,90+,347,90,3.07,0.8
1_Year,90+,344,79,4.55,1.04
3_Month,90+,323,73,5.42,1.23
1_Month,90+,281,60,5.29,1.13
6_Month,90+,333,75,4.89,1.1
