age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,1604,1,2220,548.3,,242.8,0,0,2,0,,0.2
12-15,1146,363,499,354.1,733.2,202.6,2,0,0,0.6,0,0
16-19,1614,218,330,403.3,349.6,284.2,1,0,0,0.2,0,0
20-29,3863,366,656,402.1,237.7,363.7,1,0,2,0.1,0,1.1
30-39,4361,438,764,473.8,329.8,571.5,6,1,7,0.7,0.8,5.2
40-49,4350,313,589,485.7,322.1,570.8,7,5,7,0.8,5.1,6.8
50-59,3196,169,469,435.3,255.4,715.8,19,4,23,2.6,6,35.1
60-69,3185,160,409,488.6,420.3,773.1,47,6,21,7.2,15.8,39.7
70-79,2131,83,325,444,381.2,1444.1,47,9,28,9.8,41.3,124.4
80-89,1064,65,221,505.4,448.4,1931.1,47,10,23,22.3,69,201
90+,344,25,93,718.4,361.7,3814.6,12,5,17,25.1,72.3,697.3
