period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,355,4857,0.68,9.28
3_Month,5-11,1388,36456,0.33,8.69
6_Month,5-11,1388,37133,0.29,7.8
1_Year,5-11,1388,38104,0.25,6.86
All,5-11,1388,38201,0.21,5.85
1_Month,12-15,740,1250,3.18,5.37
3_Month,12-15,6239,13729,3.09,6.81
6_Month,12-15,6278,14039,2.9,6.49
1_Year,12-15,6337,14827,2.58,6.03
All,12-15,6337,14963,2.04,4.81
1_Month,16-19,975,394,5.34,2.16
3_Month,16-19,10064,8270,6.2,5.1
6_Month,16-19,10111,8564,5.91,5.01
1_Year,16-19,10308,9227,5.37,4.81
All,16-19,10317,9487,3.77,3.47
1_Month,20-29,2375,825,6.35,2.2
3_Month,20-29,22738,15003,7.08,4.67
6_Month,20-29,22920,15749,6.72,4.62
1_Year,20-29,23332,17059,5.94,4.34
All,20-29,23346,17451,4.29,3.21
1_Month,30-39,2396,887,5.2,1.93
3_Month,30-39,20181,13021,5.89,3.8
6_Month,30-39,20357,13634,5.57,3.73
1_Year,30-39,20688,14535,4.97,3.49
All,30-39,20707,14792,3.91,2.8
1_Month,40-49,2035,634,4.66,1.45
3_Month,40-49,17698,9603,5.65,3.07
6_Month,40-49,17837,9953,5.42,3.02
1_Year,40-49,18121,10506,4.9,2.84
All,40-49,18140,10694,3.89,2.29
1_Month,50-59,1325,351,4.47,1.18
3_Month,50-59,10728,5095,5.3,2.52
6_Month,50-59,10800,5243,5.15,2.5
1_Year,50-59,10966,5462,4.69,2.34
All,50-59,10984,5604,3.61,1.84
1_Month,60-69,708,187,3.53,0.93
3_Month,60-69,5879,2670,4.42,2.01
6_Month,60-69,5911,2720,4.31,1.98
1_Year,60-69,6021,2803,3.94,1.84
All,60-69,6034,2870,3.05,1.45
1_Month,70-79,254,67,2.24,0.59
3_Month,70-79,2302,739,3.37,1.08
6_Month,70-79,2327,754,3.31,1.07
1_Year,70-79,2385,785,3.02,1
All,70-79,2394,823,2.36,0.81
1_Month,80-89,132,32,3.05,0.74
3_Month,80-89,1015,320,3.82,1.21
6_Month,80-89,1022,327,3.71,1.19
1_Year,80-89,1056,336,3.33,1.06
All,80-89,1068,365,2.45,0.84
1_Month,90+,37,8,3.45,0.74
3_Month,90+,359,81,5.11,1.15
6_Month,90+,362,81,4.95,1.11
1_Year,90+,380,85,4.52,1.01
All,90+,384,96,3.1,0.77
