period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,171,355,17.96,37.29
3_Month,5-11,455,1025,15.48,34.88
6_Month,5-11,3143,10858,9.16,31.64
1_Year,5-11,5149,51564,1.04,10.42
All,5-11,5149,53313,0.71,7.36
1_Month,12-15,285,136,31.67,15.11
3_Month,12-15,626,402,25,16.05
6_Month,12-15,2366,2741,13.51,15.65
1_Year,12-15,9245,17665,3.87,7.4
All,12-15,9306,18997,2.68,5.47
1_Month,16-19,612,83,43.59,5.91
3_Month,16-19,1043,180,36.02,6.22
6_Month,16-19,4340,1264,22.04,6.42
1_Year,16-19,15439,10047,7.75,5.04
All,16-19,15651,11317,5.05,3.65
1_Month,20-29,1605,142,43.57,3.85
3_Month,20-29,2758,339,35.08,4.31
6_Month,20-29,12898,3118,21.22,5.13
1_Year,20-29,39113,19291,8.97,4.43
All,20-29,39599,21868,6.01,3.32
1_Month,30-39,1472,165,37.88,4.25
3_Month,30-39,2870,426,30.68,4.55
6_Month,30-39,14419,3961,19.29,5.3
1_Year,30-39,38147,18325,7.92,3.8
All,30-39,38588,20179,5.78,3.02
1_Month,40-49,1837,153,40.61,3.38
3_Month,40-49,3418,409,32.1,3.84
6_Month,40-49,14266,3105,18.64,4.06
1_Year,40-49,34972,13716,7.75,3.04
All,40-49,35364,14887,5.86,2.47
1_Month,50-59,1521,161,32.66,3.46
3_Month,50-59,2767,325,24.64,2.89
6_Month,50-59,10485,1925,14.2,2.61
1_Year,50-59,23266,7609,7.14,2.34
All,50-59,23507,8165,5.5,1.91
1_Month,60-69,1199,87,22.96,1.67
3_Month,60-69,2356,176,17.56,1.31
6_Month,60-69,8190,1078,10.05,1.32
1_Year,60-69,15417,4062,5.97,1.57
All,60-69,15581,4288,4.82,1.33
1_Month,70-79,850,49,16.04,0.92
3_Month,70-79,1754,101,12.3,0.71
6_Month,70-79,5411,481,7.19,0.64
1_Year,70-79,8327,1329,4.78,0.76
All,70-79,8420,1422,4.06,0.69
1_Month,80+,555,49,16.19,1.43
3_Month,80+,1104,95,13.22,1.14
6_Month,80+,3604,359,8.69,0.87
1_Year,80+,5330,824,6,0.93
All,80+,5410,893,4.86,0.8
