period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,1230,4202,9.79,33.44
3_Month,5-11,2708,10214,7.91,29.82
6_Month,5-11,3743,24202,2.05,13.23
1_Year,5-11,4545,51436,0.75,8.45
All,5-11,4545,51867,0.63,7.2
1_Month,12-15,642,828,13.97,18.02
3_Month,12-15,1764,2414,10.57,14.47
6_Month,12-15,3852,6157,4.69,7.49
1_Year,12-15,8567,18057,3.15,6.64
All,12-15,8568,18469,2.49,5.36
1_Month,16-19,1590,462,23.96,6.96
3_Month,16-19,3216,1078,18.46,6.19
6_Month,16-19,6125,2450,8.83,3.53
1_Year,16-19,14297,10722,6.46,4.85
All,16-19,14369,11070,4.69,3.62
1_Month,20-29,5060,1324,22.26,5.83
3_Month,20-29,9717,2753,18.03,5.11
6_Month,20-29,17414,5614,10.05,3.24
1_Year,20-29,35902,20801,7.36,4.27
All,20-29,36001,21365,5.56,3.3
1_Month,30-39,5993,1676,21.06,5.89
3_Month,30-39,11095,3480,16.44,5.16
6_Month,30-39,19078,6663,8.84,3.09
1_Year,30-39,34671,19109,6.51,3.59
All,30-39,34788,19516,5.32,2.99
1_Month,40-49,5249,1306,19.13,4.76
3_Month,40-49,10418,2642,15.29,3.88
6_Month,40-49,17117,4976,8.23,2.39
1_Year,40-49,30940,14012,6.39,2.89
All,40-49,31072,14303,5.28,2.43
1_Month,50-59,3886,779,14.79,2.97
3_Month,50-59,7338,1546,11.47,2.42
6_Month,50-59,11700,2876,7.17,1.76
1_Year,50-59,19968,7541,5.94,2.24
All,50-59,20062,7734,4.88,1.88
1_Month,60-69,2950,455,10.18,1.57
3_Month,60-69,5459,858,7.93,1.25
6_Month,60-69,7964,1549,5.57,1.08
1_Year,60-69,12567,3921,4.93,1.54
All,60-69,12649,4027,4.16,1.32
1_Month,70-79,1839,212,7.12,0.82
3_Month,70-79,3335,367,5.48,0.6
6_Month,70-79,4332,598,4.08,0.56
1_Year,70-79,6186,1240,3.8,0.76
All,70-79,6221,1296,3.31,0.69
1_Month,80+,1335,154,8.56,0.99
3_Month,80+,2185,247,6.86,0.78
6_Month,80+,2755,387,5.17,0.73
1_Year,80+,3876,718,4.73,0.88
All,80+,3918,768,3.94,0.77
