age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,78,215,733,159.4,107.3,78.5,0,0,0,0,0,0
12-15,22,250,177,46.1,84.2,65.8,0,0,0,0,0,0
16-19,27,659,143,54.7,165.3,108.2,0,0,1,0,0,0.8
20-29,111,2405,528,93.4,238.4,305.5,0,6,1,0,0.6,0.6
30-39,134,2681,557,103.4,285.7,443,1,2,1,0.8,0.2,0.8
40-49,182,2721,481,146.3,310.5,486.2,0,1,0,0,0.1,0
50-59,294,2828,343,274.2,403,594.7,1,11,5,0.9,1.6,8.7
60-69,496,5744,452,644.3,946.4,794.4,3,25,9,3.9,4.1,15.8
70-79,549,5941,369,1037.9,1331.2,1883.7,5,58,14,9.5,13,71.5
80+,497,4688,458,1867.6,1994.1,2750.9,17,71,26,63.9,30.2,156.2
