age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,901,396,2891,429,604.8,311.1,0,0,1,0,0,0.1
12-15,407,591,561,222.1,343.2,211.3,0,0,0,0,0,0
16-19,189,1545,288,116,534.2,220.5,0,1,0,0,0.3,0
20-29,373,5127,878,114.4,638.4,501.2,0,0,3,0,0,1.7
30-39,632,6035,1035,187.9,822.9,813.7,1,3,0,0.3,0.4,0
40-49,768,6045,779,239.9,887,776.6,1,8,0,0.3,1.2,0
50-59,1179,5449,574,470.7,977.2,959.4,5,11,5,2,2,8.4
60-69,5385,4882,619,1505.7,1498.9,1066.6,25,18,4,7,5.5,6.9
70-79,7218,2906,457,2191.8,1746.5,1961,42,43,13,12.8,25.8,55.8
80+,4621,1387,434,2600.3,1665.3,2483.8,81,52,21,45.6,62.4,120.2
