instituteDesc,occupancy,gOccupancy,occupancyDate
Rabin K. Hasharon             ,60.5,65.1,2022-07-06T00:00:00.000Z
Hacarmel Hospital             ,61.3,80.8,2022-07-06T00:00:00.000Z
Meir Hospital                 ,66.5,86.6,2022-07-06T00:00:00.000Z
Soroka Medical Center         ,73.3,85.3,2022-07-06T00:00:00.000Z
Laniado                       ,74.4,88,2022-07-06T00:00:00.000Z
Bnei Ziom Medical Center      ,75.2,88,2022-07-06T00:00:00.000Z
Poriah Hospital               ,75.6,80.3,2022-07-06T00:00:00.000Z
Haemek Valley Center Hospital ,77.4,76.5,2022-07-06T00:00:00.000Z
Shmuel Harofe                 ,77.8,80.1,2022-07-06T00:00:00.000Z
Woolfson Medical Center       ,82,76.1,2022-07-06T00:00:00.000Z
Shaare Zedek                  ,82,106,2022-07-06T00:00:00.000Z
Barzilai Medical Center       ,83.3,87.3,2022-07-06T00:00:00.000Z
Hadassah Mount Scopus         ,83.3,80.9,2022-07-06T00:00:00.000Z
Yosephtal Hospital            ,87.5,44.6,2022-07-06T00:00:00.000Z
Rambam                        ,87.9,92,2022-07-06T00:00:00.000Z
Kaplan Hospital               ,88.7,94.9,2022-07-06T00:00:00.000Z
Assuta Ashdod                 ,89.8,104.1,2022-07-06T00:00:00.000Z
Hillel Yaffeh Medical Center  ,95.9,89.7,2022-07-06T00:00:00.000Z
Nahariya                      ,100,92.6,2022-07-06T00:00:00.000Z
Assaf Harofeh Medical Center  ,100,74.5,2022-07-06T00:00:00.000Z
      Ziv Hospital            ,101.6,82.7,2022-07-06T00:00:00.000Z
Hadassah Ein Kerem            ,102.9,93.9,2022-07-06T00:00:00.000Z
Rabin K. Beilinson            ,104.4,97.7,2022-07-06T00:00:00.000Z
Chaim Sheba Medical Center    ,107.1,111.4,2022-07-06T00:00:00.000Z
