period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,1762,6497,8.81,32.5
3_Month,5-11,2501,9636,7.32,28.19
6_Month,5-11,3909,39009,1.08,10.78
1_Year,5-11,4243,50464,0.69,8.25
All,5-11,4243,50810,0.59,7.08
1_Month,12-15,1075,1453,12.74,17.22
3_Month,12-15,1685,2335,9.85,13.65
6_Month,12-15,6229,11108,3.82,6.81
1_Year,12-15,8409,17891,3.08,6.55
All,12-15,8410,18245,2.45,5.32
1_Month,16-19,2100,714,20.55,6.99
3_Month,16-19,2871,997,17.08,5.93
6_Month,16-19,9529,4988,7.12,3.73
1_Year,16-19,13877,10644,6.28,4.82
All,16-19,13904,10939,4.57,3.6
1_Month,20-29,6258,1792,20.05,5.74
3_Month,20-29,8465,2454,16.54,4.79
6_Month,20-29,25079,10497,8.39,3.51
1_Year,20-29,34322,20458,7.09,4.22
All,20-29,34372,20945,5.37,3.27
1_Month,30-39,7293,2285,18.54,5.81
3_Month,30-39,9646,3133,14.88,4.83
6_Month,30-39,25864,11500,7.32,3.26
1_Year,30-39,32866,18708,6.22,3.54
All,30-39,32940,19047,5.11,2.95
1_Month,40-49,6809,1762,17.36,4.49
3_Month,40-49,9123,2375,13.87,3.61
6_Month,40-49,22935,8396,6.93,2.54
1_Year,40-49,29352,13680,6.11,2.85
All,40-49,29442,13932,5.07,2.4
1_Month,50-59,4664,1053,12.75,2.88
3_Month,50-59,6325,1402,10.31,2.29
6_Month,50-59,14944,4656,6.21,1.93
1_Year,50-59,18731,7345,5.66,2.22
All,50-59,18789,7520,4.65,1.86
1_Month,60-69,3523,569,8.94,1.44
3_Month,60-69,4698,760,7.17,1.16
6_Month,60-69,9327,2432,4.98,1.3
1_Year,60-69,11621,3806,4.68,1.53
All,60-69,11667,3901,3.95,1.32
1_Month,70-79,2074,246,6.04,0.72
3_Month,70-79,2836,320,4.97,0.56
6_Month,70-79,4625,815,3.73,0.66
1_Year,70-79,5587,1180,3.58,0.76
All,70-79,5611,1231,3.12,0.68
1_Month,80+,1388,141,7.42,0.75
3_Month,80+,1758,194,6.08,0.67
6_Month,80+,2822,493,4.56,0.8
1_Year,80+,3383,655,4.35,0.84
All,80+,3415,701,3.62,0.74
