age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,0,2162,0,0,191.3,0,0,0,0,0,0
12-15,95,0,383,26.7,0,152.1,0,0,0,0,0,0
16-19,47,42,118,12.7,50.4,98.9,0,0,1,0,0,0.8
20-29,110,119,218,12.8,53.1,108.8,0,1,2,0,0.4,1
30-39,260,179,231,31.4,88.4,156.6,1,0,5,0.1,0,3.4
40-49,228,133,192,27.4,92.6,168.3,0,0,18,0,0,15.8
50-59,91,37,107,13.1,40.9,140.6,1,1,18,0.1,1.1,23.7
60-69,83,29,73,13.1,58.1,129.5,1,3,13,0.2,6,23.1
70-79,44,13,33,9.5,48.3,97.5,5,1,7,1.1,3.7,20.7
80-89,18,6,22,8.9,35.1,126.2,1,1,3,0.5,5.9,17.2
90+,3,2,6,6.9,27.1,93,0,0,1,0,0,15.5
