age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,917,82,1900,352.4,456.8,204.7,0,0,0,0,0,0
12-15,701,617,548,319.9,446.8,207.3,0,0,0,0,0,0
16-19,266,1230,227,142,463.3,174.4,0,0,0,0,0,0
20-29,344,3870,599,92,512.5,340.4,0,1,1,0,0.1,0.6
30-39,552,4574,718,141.8,671.9,562.8,0,2,0,0,0.3,0
40-49,709,4916,586,190.7,780.6,580.7,1,2,1,0.3,0.3,1
50-59,1001,4343,432,348,834.9,714.4,0,5,3,0,1,5
60-69,4377,3720,416,1165.6,1209,712.3,17,14,8,4.5,4.6,13.7
70-79,5792,2060,292,1728.6,1289.8,1198.8,35,24,9,10.4,15,37
80+,3216,879,270,1786.5,1087.5,1522.3,45,40,18,25,49.5,101.5
