age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,281,0,565,98.3,,61.2,0,0,0,0,,0
12-15,273,118,122,99.8,128.6,46.8,0,0,1,0,0,0.4
16-19,331,44,56,87.8,54.7,43.6,0,0,0,0,0,0
20-29,836,100,142,87.8,55.3,80,1,1,1,0.1,0.6,0.6
30-39,1099,138,176,120.7,84.7,136.5,0,0,1,0,0,0.8
40-49,1182,98,143,133.4,82.9,139.9,0,1,3,0,0.8,2.9
50-59,1118,63,118,153,81.8,187.7,3,1,3,0.4,1.3,4.8
60-69,1673,55,151,259.1,143.7,254.1,12,1,4,1.9,2.6,6.7
70-79,1605,44,128,339,235.5,459.8,20,3,6,4.2,16.1,21.6
80+,862,30,79,348.4,223.8,431.1,22,3,6,8.9,22.4,32.7
