instituteDesc,occupancy,gOccupancy,occupancyDate
הכרמל,73.6,86.1,2022-05-24T00:00:00.000Z
רבין ק. השרון,73.7,71.4,2022-05-24T00:00:00.000Z
סורוקה,76.7,80.2,2022-05-24T00:00:00.000Z
וולפסון,80.7,77,2022-05-24T00:00:00.000Z
מאיר,81,83.9,2022-05-24T00:00:00.000Z
בני ציון,83.5,81.3,2022-05-24T00:00:00.000Z
ברזילי,91.1,85.4,2022-05-24T00:00:00.000Z
יוספטל,93.8,58.5,2022-05-24T00:00:00.000Z
זיו צפת,95.3,77.2,2022-05-24T00:00:00.000Z
פוריה,96.2,73.5,2022-05-24T00:00:00.000Z
הדסה הר הצופים,97.2,86.5,2022-05-24T00:00:00.000Z
שיבא,98.3,107.2,2022-05-24T00:00:00.000Z
שמיר,98.1,77.3,2022-05-24T00:00:00.000Z
המרכזי בעמק,99.4,77.7,2022-05-24T00:00:00.000Z
לניאדו,101.3,85.5,2022-05-24T00:00:00.000Z
הלל יפה,104.8,93.8,2022-05-24T00:00:00.000Z
קפלן,106.7,92.4,2022-05-24T00:00:00.000Z
רבין ק. בילינסון,107,95.7,2022-05-24T00:00:00.000Z
"רמב""ם",108.1,87.3,2022-05-24T00:00:00.000Z
שערי צדק,112,100.5,2022-05-24T00:00:00.000Z
נהריה,120,96.6,2022-05-24T00:00:00.000Z
אסותא אשדוד,123.7,107.8,2022-05-24T00:00:00.000Z
הדסה עין כרם,125.2,97.5,2022-05-24T00:00:00.000Z
