period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,1371,4714,9.69,33.31
3_Month,5-11,2699,10221,7.84,29.68
6_Month,5-11,3814,26122,1.86,12.75
1_Year,5-11,4525,51377,0.74,8.42
All,5-11,4525,51799,0.63,7.19
1_Month,12-15,717,933,14.06,18.29
3_Month,12-15,1760,2427,10.48,14.45
6_Month,12-15,4136,6636,4.55,7.3
1_Year,12-15,8552,18054,3.14,6.62
All,12-15,8553,18461,2.48,5.36
1_Month,16-19,1706,503,23.47,6.92
3_Month,16-19,3185,1072,18.3,6.16
6_Month,16-19,6477,2661,8.56,3.52
1_Year,16-19,14263,10731,6.44,4.85
All,16-19,14331,11060,4.68,3.61
1_Month,20-29,5406,1427,22.09,5.83
3_Month,20-29,9628,2731,17.89,5.08
6_Month,20-29,18198,5964,9.83,3.22
1_Year,20-29,35785,20781,7.33,4.26
All,20-29,35879,21331,5.55,3.3
1_Month,30-39,6336,1792,20.85,5.9
3_Month,30-39,11003,3458,16.31,5.13
6_Month,30-39,19843,7100,8.61,3.08
1_Year,30-39,34545,19087,6.48,3.58
All,30-39,34658,19478,5.31,2.98
1_Month,40-49,5552,1380,18.93,4.71
3_Month,40-49,10299,2618,15.12,3.84
6_Month,40-49,17681,5263,8,2.38
1_Year,40-49,30793,13989,6.35,2.89
All,40-49,30921,14269,5.26,2.43
1_Month,50-59,4045,815,14.52,2.93
3_Month,50-59,7237,1540,11.33,2.41
6_Month,50-59,12028,3028,7.02,1.77
1_Year,50-59,19846,7532,5.91,2.24
All,50-59,19939,7722,4.85,1.88
1_Month,60-69,3054,474,9.99,1.55
3_Month,60-69,5391,854,7.84,1.24
6_Month,60-69,8108,1626,5.49,1.1
1_Year,60-69,12466,3911,4.9,1.54
All,60-69,12545,4017,4.13,1.32
1_Month,70-79,1885,221,6.98,0.82
3_Month,70-79,3282,364,5.41,0.6
6_Month,70-79,4357,621,4.02,0.57
1_Year,70-79,6123,1233,3.77,0.76
All,70-79,6156,1289,3.29,0.69
1_Month,80+,1364,147,8.49,0.92
3_Month,80+,2155,237,6.81,0.75
6_Month,80+,2768,399,5.09,0.73
1_Year,80+,3838,708,4.69,0.87
All,80+,3879,758,3.92,0.77
