instituteDesc,occupancy,gOccupancy,occupancyDate
Rabin K. Hasharon             ,50,58.9,2022-08-02T00:00:00.000Z
Yosephtal Hospital            ,68.8,50.8,2022-08-02T00:00:00.000Z
Hacarmel Hospital             ,69.8,84.5,2022-08-02T00:00:00.000Z
Soroka Medical Center         ,73.6,86.7,2022-08-02T00:00:00.000Z
Woolfson Medical Center       ,74.2,80.7,2022-08-02T00:00:00.000Z
Meir Hospital                 ,74.5,84.2,2022-08-02T00:00:00.000Z
Laniado                       ,76.9,97.5,2022-08-02T00:00:00.000Z
Barzilai Medical Center       ,80.2,89.6,2022-08-02T00:00:00.000Z
Shaare Zedek                  ,90,106.9,2022-08-02T00:00:00.000Z
Rambam                        ,96,93.7,2022-08-02T00:00:00.000Z
Chaim Sheba Medical Center    ,104.6,108.7,2022-08-02T00:00:00.000Z
Rabin K. Beilinson            ,108.4,99.6,2022-08-02T00:00:00.000Z
Assuta Ashdod                 ,116.9,111.3,2022-08-02T00:00:00.000Z
