age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,0,0,3046,0,0,252.9,0,0,0,0,0,0
12-15,66,0,461,18.6,0,182.1,0,0,0,0,0,0
16-19,32,47,154,8.8,54,128.3,0,0,0,0,0,0
20-29,86,168,347,10.2,73.1,169.7,0,1,6,0,0.4,2.9
30-39,195,248,358,23.8,119.5,238.5,0,0,8,0,0,5.3
40-49,237,174,266,28.7,118.2,229.4,1,1,22,0.1,0.7,19
50-59,106,57,168,15.3,61.7,215.8,1,1,23,0.1,1.1,29.5
60-69,69,42,93,10.9,82.7,162.4,2,2,17,0.3,3.9,29.7
70-79,55,15,45,11.9,54.8,126.7,5,1,15,1.1,3.7,42.2
80-89,26,12,28,13,69.5,155.7,4,2,4,2,11.6,22.2
90+,2,2,6,4.6,27.1,89,0,1,2,0,13.5,29.7
