instituteDesc,occupancy,gOccupancy,occupancyDate
Bnei Ziom Medical Center      ,61.2,67.2,2022-09-10T00:00:00.000Z
Yosephtal Hospital            ,62.5,40,2022-09-10T00:00:00.000Z
Woolfson Medical Center       ,63.5,65.7,2022-09-10T00:00:00.000Z
Rabin K. Hasharon             ,64.9,59.3,2022-09-10T00:00:00.000Z
Hacarmel Hospital             ,72.6,73.8,2022-09-10T00:00:00.000Z
Soroka Medical Center         ,74.8,76.7,2022-09-10T00:00:00.000Z
Meir Hospital                 ,75.5,82.4,2022-09-10T00:00:00.000Z
Haemek Valley Center Hospital ,81.9,69.4,2022-09-10T00:00:00.000Z
Assaf Harofeh Medical Center  ,85.7,60.9,2022-09-10T00:00:00.000Z
      Ziv Hospital            ,87.5,67.4,2022-09-10T00:00:00.000Z
Hadassah Mount Scopus         ,88.9,71.5,2022-09-10T00:00:00.000Z
Shmuel Harofe                 ,88.9,79.5,2022-09-10T00:00:00.000Z
Barzilai Medical Center       ,89.6,73,2022-09-10T00:00:00.000Z
Poriah Hospital               ,89.7,71.3,2022-09-10T00:00:00.000Z
Chaim Sheba Medical Center    ,89.1,95.9,2022-09-10T00:00:00.000Z
Tel Aviv Medical Center       ,91.3,96.1,2022-09-10T00:00:00.000Z
Rambam                        ,91.9,76,2022-09-10T00:00:00.000Z
Hillel Yaffeh Medical Center  ,101.4,81.4,2022-09-10T00:00:00.000Z
Laniado                       ,101.3,88,2022-09-10T00:00:00.000Z
Rabin K. Beilinson            ,108.8,87.7,2022-09-10T00:00:00.000Z
Hadassah Ein Kerem            ,112.6,86.2,2022-09-10T00:00:00.000Z
,,39.4,2022-09-10T00:00:00.000Z
Nahariya                      ,102.1,85.3,2022-09-10T00:00:00.000Z
Kaplan Hospital               ,108.7,92.4,2022-09-10T00:00:00.000Z
