age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,13,156,317,185.3,68.7,33.7,0,0,0,0,0,0
12-15,10,181,63,117,55.3,23,0,0,0,0,0,0
16-19,10,175,40,147,39.9,29.9,0,0,0,0,0,0
20-29,25,558,94,118.5,50.4,55.2,0,2,2,0,0.2,1.2
30-39,26,737,125,117.6,70.5,100.2,0,0,0,0,0,0
40-49,33,703,100,135.1,72,102.8,0,1,0,0,0.1,0
50-59,47,685,95,163.2,87.6,173,0,5,3,0,0.6,5.5
60-69,99,1096,91,313.5,167.9,162.2,0,15,6,0,2.3,10.7
70-79,109,1318,64,449.8,275.2,416.8,3,16,6,12.4,3.3,39.1
80+,45,949,70,406.8,377.7,439.2,0,22,6,0,8.8,37.6
