priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date
year,פרו,כתום,2,831,18,2.17,
year,תאילנד,כתום,2,6789,16,0.24,
year,ארצות הברית,כתום,2,290461,1749,0.6,
year,קמבודיה,כתום,2,16,0,0,
year,קולומביה,כתום,2,851,7,0.82,
year,הונגריה,כתום,2,38021,215,0.57,
year,מקאו,כתום,2,18,0,0,
year,תורכיה,כתום,2,99664,1422,1.43,
year,אפגניסטן,כתום,2,7,0,0,
year,ליבריה,כתום,2,24,0,0,
year,פינלנד,כתום,2,2558,8,0.31,
year,מרוקו,כתום,2,2575,60,2.33,
year,רוסיה,כתום,2,27889,338,1.21,
year,קרואטיה,כתום,2,2523,40,1.59,
year,אוסטריה,צהוב,3,60042,230,0.38,
year,עירק,כתום,2,101,1,0.99,
year,סרביה,כתום,2,5018,43,0.86,
year,לוב,כתום,2,4,0,0,
year,קונגו,כתום,2,34,2,5.88,
year,זימבאבווה,כתום,2,92,0,0,
year,ארגנטינה,כתום,2,1166,5,0.43,
year,קירג'זסטאן,כתום,2,526,33,6.27,
year,קמרון,כתום,2,93,4,4.3,
year,מאוריציוס,כתום,2,42,0,0,
year,בנגלדש,כתום,2,3,0,0,
year,פרגוואי,כתום,2,155,1,0.65,
year,אנגולה,כתום,2,212,1,0.47,
year,איי נורפולק,כתום,2,2,0,0,
year,טיוואן,צהוב,3,182,0,0,
year,פלאו,כתום,2,1,0,0,
year,נמיביה,כתום,2,116,0,0,
year,מצרים,כתום,2,120060,609,0.51,
year,גווטאמלה,כתום,2,304,12,3.95,
year,בילורוסיה,כתום,2,8768,81,0.92,
year,יוון,כתום,2,203134,1067,0.53,
year,ברזיל,כתום,2,939,6,0.64,
year,אנדורה,כתום,2,19,0,0,
year,אינדונזיה,כתום,2,50,0,0,
year,נורבגיה,כתום,2,559,3,0.54,
year,סנגל,כתום,2,75,0,0,
year,צרפת,כתום,2,92618,425,0.46,
year,מקדוניה,כתום,2,164,1,0.61,
year,ניגר,כתום,2,12,0,0,
year,סלובניה,כתום,2,1553,7,0.45,
year,קזחסטאן,כתום,2,793,27,3.4,
year,בוטסואנה,כתום,2,128,0,0,
year,צכיה,צהוב,3,34034,196,0.58,
year,פאפואה,כתום,2,13,0,0,
year,גבון,צהוב,3,29,0,0,
year,איי סיישל,כתום,2,5529,10,0.18,
year,גואם,כתום,2,1,0,0,
year,סינגפור,כתום,2,472,2,0.42,
year,אריתראה,כתום,2,4,0,0,
year,אלבניה,כתום,2,1669,7,0.42,
year,אירלנד,כתום,2,1142,0,0,
year,איי קוק,כתום,2,3,0,0,
year,כווית,כתום,2,7,0,0,
year,אתיופיה,כתום,2,3693,42,1.14,
year,האיטי,כתום,2,3,0,0,
year,איטליה,כתום,2,58225,146,0.25,
year,בנין (דהומי),כתום,2,5,0,0,
UpToNow,סווזילנד,כתום,2,10,0,0,
UpToNow,מזרח טימור,כתום,2,2,0,0,
UpToNow,מונטנגרו,כתום,2,10447,72,0.69,
UpToNow,דרום סודאן,כתום,2,40,0,0,
UpToNow,לבנון,כתום,2,162,0,0,
UpToNow,ברבדוס,כתום,2,10,0,0,
UpToNow,ליטא,כתום,2,3943,11,0.28,
UpToNow,שוודיה,כתום,2,2173,7,0.32,
UpToNow,בולגריה,כתום,2,34302,489,1.43,
UpToNow,סין,צהוב,3,2239,3,0.13,
UpToNow,דנמרק,כתום,2,4342,14,0.32,
UpToNow,קובה,כתום,2,44,1,2.27,
UpToNow,קטר,כתום,2,114,0,0,
UpToNow,סודן,כתום,2,7,0,0,
UpToNow,גינאה,כתום,2,28,2,7.14,
UpToNow,סן מרינו,כתום,2,9,0,0,
UpToNow,אוקראינה,כתום,2,83101,3741,4.5,
UpToNow,סמואה,כתום,2,1,0,0,
UpToNow,גמייקה,כתום,2,41,1,2.44,
UpToNow,תוניסיה,כתום,2,150,11,7.33,
UpToNow,הודו,כתום,2,2283,15,0.66,
UpToNow,ערב הסעודית,כתום,2,180,1,0.56,
UpToNow,עומן,כתום,2,11,0,0,
UpToNow,טנזניה,כתום,2,3630,55,1.52,
UpToNow,בליז,כתום,2,13,1,7.69,
UpToNow,מלזיה,כתום,2,6,0,0,
UpToNow,קוסטה ריקה,כתום,2,2279,33,1.45,
UpToNow,אל סלבדור,כתום,2,43,0,0,
UpToNow,הולנד,כתום,2,28087,134,0.48,
UpToNow,ניו זילנד,צהוב,3,95,1,1.05,
UpToNow,נפאל,כתום,2,129,1,0.78,
UpToNow,גרנדה,כתום,2,26,0,0,
UpToNow,זמביה,כתום,2,227,1,0.44,
UpToNow,מולדובה,כתום,2,12244,179,1.46,
UpToNow,מרטיניק,כתום,2,3,0,0,
UpToNow,ונצואלה,כתום,2,182,3,1.65,
UpToNow,פנמה,כתום,2,1245,14,1.12,
UpToNow,רומניה,כתום,2,40893,352,0.86,
UpToNow,שוויץ,כתום,2,37162,163,0.44,
UpToNow,איסלנד,כתום,2,7590,50,0.66,
UpToNow,איי מרשל,כתום,2,1,0,0,
UpToNow,קנדה,כתום,2,15753,33,0.21,
UpToNow,קוסובו,כתום,2,68,0,0,
UpToNow,קניה,כתום,2,1026,17,1.66,
UpToNow,גיבוטי,כתום,2,1,0,0,
UpToNow,צאד,כתום,2,17,0,0,
UpToNow,ונואטו,כתום,2,2,0,0,
UpToNow,ירדן,כתום,2,32649,187,0.57,
UpToNow,ויטנאם,כתום,2,85,0,0,
UpToNow,בלגיה,כתום,2,12981,51,0.39,
UpToNow,סוריה,כתום,2,542,0,0,
UpToNow,אירן,כתום,2,3,0,0,
UpToNow,מלדיבים,כתום,2,4797,25,0.52,
UpToNow,מוזמביק,כתום,2,90,0,0,
UpToNow,לאוס,כתום,2,2,0,0,
UpToNow,חוף השנהב,כתום,2,233,4,1.72,
UpToNow,פורטוגל,כתום,2,7185,26,0.36,
UpToNow,ניקרגואה,כתום,2,25,0,0,
UpToNow,מלטה,כתום,2,296,0,0,
UpToNow,אקואדור,כתום,2,288,2,0.69,
UpToNow,פורטו ריקו,כתום,2,34,0,0,
UpToNow,מונגוליה,כתום,2,11,0,0,
UpToNow,קפריסין,צהוב,3,57107,244,0.43,
UpToNow,גמביה,כתום,2,15,0,0,
UpToNow,רואנדה,כתום,2,337,2,0.59,
UpToNow,אנגליה,כתום,2,1,0,0,
UpToNow,ראוניון,כתום,2,9,0,0,
UpToNow,הונדורס,כתום,2,71,0,0,
UpToNow,סט וינסנט,כתום,2,9,1,11.11,
UpToNow,יפן,כתום,2,648,3,0.46,
UpToNow,פיליפינים,כתום,2,1527,18,1.18,
UpToNow,בהמס,כתום,2,42,0,0,
UpToNow,לטביה,כתום,2,2216,3,0.14,
UpToNow,בוליביה,כתום,2,87,0,0,
UpToNow,טג'יקיסטאן,כתום,2,70,0,0,
UpToNow,טונגה,כתום,2,2,0,0,
UpToNow,ברמודה,כתום,2,6,0,0,
UpToNow,זאיר,כתום,2,146,1,0.68,
UpToNow,ספרד,כתום,2,21359,191,0.89,
UpToNow,איי פיגי,כתום,2,4,0,0,
UpToNow,מאלי,כתום,2,162,7,4.32,
UpToNow,איי הבתולה,כתום,2,6,0,0,
UpToNow,גאורגיה,כתום,2,56713,320,0.56,
UpToNow,תימן,כתום,2,7,0,0,
UpToNow,אסטוניה,כתום,2,778,5,0.64,
UpToNow,סומליה,כתום,2,4,0,0,
UpToNow,לוכסמבורג,כתום,2,186,0,0,
UpToNow,פקיסטן,כתום,2,3,0,0,
UpToNow,אזרביג'אן,כתום,2,4056,40,0.99,
UpToNow,הונג קונג,צהוב,3,424,2,0.47,
UpToNow,מונקו,כתום,2,109,4,3.67,
UpToNow,ברוניי,כתום,2,1,0,0,
UpToNow,סלובקיה,צהוב,3,1512,4,0.26,
UpToNow,לסוטו,כתום,2,15,0,0,
UpToNow,מקסיקו,כתום,2,1053,14,1.33,
UpToNow,איי קיימן,כתום,2,2,0,0,
UpToNow,אוסטרליה,כתום,2,1022,2,0.2,
UpToNow,פולין,צהוב,3,21933,98,0.45,
UpToNow,מדגסקר,כתום,2,7,0,0,
UpToNow,סט. לוציה,כתום,2,1,0,0,
UpToNow,בחריין,צהוב,3,240,0,0,
UpToNow,אלגיריה,כתום,2,9,0,0,
UpToNow,גיברלטר,כתום,2,108,0,0,
UpToNow,ארמניה,כתום,2,1232,15,1.22,
UpToNow,אורגוואי,צהוב,3,437,3,0.69,
UpToNow,גאנה,כתום,2,612,7,1.14,
UpToNow,גרמניה,כתום,2,65149,171,0.26,
UpToNow,צ'ילה,כתום,2,254,0,0,
UpToNow,קיריבטי,כתום,2,5,0,0,
UpToNow,סורינם,כתום,2,4,0,0,
UpToNow,גויאנה,כתום,2,7,0,0,
UpToNow,טוגו,כתום,2,81,0,0,
UpToNow,אבחזיסטאן,כתום,2,53,1,1.89,
UpToNow,אוגנדה,כתום,2,364,6,1.65,
UpToNow,דומיניקה,כתום,2,44,0,0,
UpToNow,טובלו,כתום,2,2,0,0,
UpToNow,ניגריה,כתום,2,798,5,0.63,
UpToNow,מלאווי,כתום,2,208,0,0,
UpToNow,בורונדי,כתום,2,10,0,0,
UpToNow,אוזבקיסטן,כתום,2,2459,104,4.23,
UpToNow,פרו,כתום,2,831,18,2.17,
UpToNow,תאילנד,כתום,2,6789,16,0.24,
UpToNow,קמבודיה,כתום,2,16,0,0,
UpToNow,קולומביה,כתום,2,851,7,0.82,
UpToNow,הונגריה,כתום,2,38021,215,0.57,
UpToNow,מקאו,כתום,2,18,0,0,
UpToNow,תורכיה,כתום,2,99664,1422,1.43,
UpToNow,אפגניסטן,כתום,2,7,0,0,
UpToNow,ליבריה,כתום,2,24,0,0,
UpToNow,פינלנד,כתום,2,2558,8,0.31,
UpToNow,מרוקו,כתום,2,2575,60,2.33,
UpToNow,רוסיה,כתום,2,27889,338,1.21,
UpToNow,קרואטיה,כתום,2,2523,40,1.59,
UpToNow,אוסטריה,צהוב,3,60042,230,0.38,
UpToNow,עירק,כתום,2,101,1,0.99,
UpToNow,סרביה,כתום,2,5018,43,0.86,
UpToNow,לוב,כתום,2,4,0,0,
UpToNow,קונגו,כתום,2,34,2,5.88,
UpToNow,זימבאבווה,כתום,2,92,0,0,
UpToNow,ארגנטינה,כתום,2,1166,5,0.43,
UpToNow,קירג'זסטאן,כתום,2,526,33,6.27,
UpToNow,קמרון,כתום,2,93,4,4.3,
UpToNow,מאוריציוס,כתום,2,42,0,0,
UpToNow,בנגלדש,כתום,2,3,0,0,
UpToNow,פרגוואי,כתום,2,155,1,0.65,
UpToNow,אנגולה,כתום,2,212,1,0.47,
UpToNow,טיוואן,צהוב,3,182,0,0,
UpToNow,פלאו,כתום,2,1,0,0,
UpToNow,נמיביה,כתום,2,116,0,0,
UpToNow,מצרים,כתום,2,120060,609,0.51,
UpToNow,גווטאמלה,כתום,2,304,12,3.95,
UpToNow,בילורוסיה,כתום,2,8768,81,0.92,
UpToNow,יוון,כתום,2,203134,1067,0.53,
UpToNow,ברזיל,כתום,2,939,6,0.64,
UpToNow,אנדורה,כתום,2,19,0,0,
UpToNow,אינדונזיה,כתום,2,50,0,0,
UpToNow,נורבגיה,כתום,2,559,3,0.54,
UpToNow,סנגל,כתום,2,75,0,0,
UpToNow,צרפת,כתום,2,92618,425,0.46,
UpToNow,מקדוניה,כתום,2,164,1,0.61,
UpToNow,ניגר,כתום,2,12,0,0,
UpToNow,סלובניה,כתום,2,1553,7,0.45,
UpToNow,קזחסטאן,כתום,2,793,27,3.4,
UpToNow,בוטסואנה,כתום,2,128,0,0,
UpToNow,צכיה,צהוב,3,34034,196,0.58,
UpToNow,פאפואה,כתום,2,13,0,0,
UpToNow,גבון,צהוב,3,29,0,0,
UpToNow,איי סיישל,כתום,2,5529,10,0.18,
UpToNow,גואם,כתום,2,1,0,0,
UpToNow,סינגפור,כתום,2,472,2,0.42,
UpToNow,אריתראה,כתום,2,4,0,0,
UpToNow,אלבניה,כתום,2,1669,7,0.42,
UpToNow,אירלנד,כתום,2,1142,0,0,
UpToNow,איי קוק,כתום,2,3,0,0,
UpToNow,כווית,כתום,2,7,0,0,
UpToNow,אתיופיה,כתום,2,3693,42,1.14,
UpToNow,האיטי,כתום,2,3,0,0,
UpToNow,איטליה,כתום,2,58225,146,0.25,
LastMonth,מונטנגרו,כתום,2,2808,5,0.18,
LastMonth,לבנון,כתום,2,19,0,0,
LastMonth,ברבדוס,כתום,2,2,0,0,
LastMonth,ליטא,כתום,2,1277,1,0.08,
LastMonth,שוודיה,כתום,2,397,0,0,
LastMonth,בולגריה,כתום,2,659,3,0.46,
LastMonth,סין,צהוב,3,337,0,0,
LastMonth,דנמרק,כתום,2,1620,3,0.19,
LastMonth,קובה,כתום,2,7,1,14.29,
LastMonth,קטר,כתום,2,18,0,0,
LastMonth,גינאה,כתום,2,5,0,0,
LastMonth,סן מרינו,כתום,2,2,0,0,
LastMonth,אוקראינה,כתום,2,19611,795,4.05,
LastMonth,גמייקה,כתום,2,9,1,11.11,
LastMonth,תוניסיה,כתום,2,34,0,0,
LastMonth,הודו,כתום,2,757,1,0.13,
LastMonth,עומן,כתום,2,2,0,0,
LastMonth,טנזניה,כתום,2,946,2,0.21,
LastMonth,מלזיה,כתום,2,2,0,0,
LastMonth,הולנד,כתום,2,6244,17,0.27,
LastMonth,נפאל,כתום,2,42,0,0,
LastMonth,גרנדה,כתום,2,5,0,0,
LastMonth,זמביה,כתום,2,31,0,0,
LastMonth,מולדובה,כתום,2,2530,51,2.02,
LastMonth,ונצואלה,כתום,2,25,0,0,
LastMonth,פנמה,כתום,2,479,11,2.3,
LastMonth,רומניה,כתום,2,11430,66,0.58,
LastMonth,שוויץ,כתום,2,8945,31,0.35,
LastMonth,איסלנד,כתום,2,1383,1,0.07,
LastMonth,קנדה,כתום,2,5744,9,0.16,
LastMonth,קוסובו,כתום,2,22,0,0,
LastMonth,קניה,כתום,2,203,1,0.49,
LastMonth,צאד,כתום,2,3,0,0,
LastMonth,ירדן,כתום,2,6815,37,0.54,
LastMonth,ויטנאם,כתום,2,21,0,0,
LastMonth,בלגיה,כתום,2,2975,14,0.47,
LastMonth,סוריה,כתום,2,49,0,0,
LastMonth,אירן,כתום,2,2,0,0,
LastMonth,מלדיבים,כתום,2,1757,1,0.06,
LastMonth,מוזמביק,כתום,2,30,0,0,
LastMonth,לאוס,כתום,2,1,0,0,
LastMonth,פורטוגל,כתום,2,2117,4,0.19,
LastMonth,ניקרגואה,כתום,2,8,0,0,
