period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,172,314,20.28,37.03
3_Month,5-11,414,818,17.84,35.26
6_Month,5-11,2901,9523,10.05,33
1_Year,5-11,5285,51707,1.08,10.55
All,5-11,5285,53555,0.73,7.39
1_Month,12-15,364,164,38.52,17.35
3_Month,12-15,712,373,31.23,16.36
6_Month,12-15,2306,2389,16.41,17
1_Year,12-15,9512,17759,3.99,7.45
All,12-15,9579,19127,2.75,5.49
1_Month,16-19,957,127,46.16,6.13
3_Month,16-19,1623,231,42.3,6.02
6_Month,16-19,4648,1213,25.91,6.76
1_Year,16-19,16171,10130,8.07,5.06
All,16-19,16392,11417,5.26,3.66
1_Month,20-29,2373,211,46.34,4.12
3_Month,20-29,4075,415,41.14,4.19
6_Month,20-29,13437,2918,24.61,5.35
1_Year,20-29,40862,19411,9.32,4.43
All,20-29,41381,22033,6.25,3.33
1_Month,30-39,2315,285,42.66,5.25
3_Month,30-39,4075,533,36.8,4.81
6_Month,30-39,14907,3716,22.36,5.57
1_Year,30-39,39920,18513,8.24,3.82
All,30-39,40395,20409,6.02,3.04
1_Month,40-49,2821,208,47.1,3.47
3_Month,40-49,4939,444,39.75,3.57
6_Month,40-49,15074,2909,22.14,4.27
1_Year,40-49,37129,13843,8.17,3.04
All,40-49,37550,15040,6.18,2.47
1_Month,50-59,2259,192,36.79,3.13
3_Month,50-59,4066,398,30.89,3.02
6_Month,50-59,11229,1861,17.06,2.83
1_Year,50-59,25021,7749,7.59,2.35
All,50-59,25271,8313,5.85,1.93
1_Month,60-69,1881,134,28.63,2.04
3_Month,60-69,3446,238,22.68,1.57
6_Month,60-69,8955,1071,12.27,1.47
1_Year,60-69,16876,4157,6.42,1.58
All,60-69,17051,4388,5.2,1.34
1_Month,70-79,1213,57,19.06,0.9
3_Month,70-79,2391,123,15.2,0.78
6_Month,70-79,5862,485,8.66,0.72
1_Year,70-79,9257,1369,5.17,0.77
All,70-79,9354,1463,4.41,0.69
1_Month,80+,821,80,17.97,1.75
3_Month,80+,1549,143,15.27,1.41
6_Month,80+,4041,395,10.19,1
1_Year,80+,5972,885,6.47,0.96
All,80+,6053,955,5.27,0.83
