instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-12-18T00:00:00.000Z
Tel Aviv Medical Center       ,89,115.4,2022-12-18T00:00:00.000Z
,,,2022-12-18T00:00:00.000Z
Yosephtal Hospital            ,50,64.6,2022-12-18T00:00:00.000Z
Hacarmel Hospital             ,58.5,59.7,2022-12-18T00:00:00.000Z
Poriah Hospital               ,62.8,71.3,2022-12-18T00:00:00.000Z
Rabin K. Hasharon             ,71.1,74.3,2022-12-18T00:00:00.000Z
Woolfson Medical Center       ,76.2,76.6,2022-12-18T00:00:00.000Z
Assaf Harofeh Medical Center  ,83,73.8,2022-12-18T00:00:00.000Z
Soroka Medical Center         ,84.1,85.3,2022-12-18T00:00:00.000Z
Meir Hospital                 ,88.5,87,2022-12-18T00:00:00.000Z
Barzilai Medical Center       ,89.6,80.3,2022-12-18T00:00:00.000Z
      Ziv Hospital            ,93.8,74.6,2022-12-18T00:00:00.000Z
Bnei Ziom Medical Center      ,95.9,93.1,2022-12-18T00:00:00.000Z
Rambam                        ,97,88.4,2022-12-18T00:00:00.000Z
Hadassah Mount Scopus         ,100,83.7,2022-12-18T00:00:00.000Z
Shmuel Harofe                 ,102.8,82.1,2022-12-18T00:00:00.000Z
Assuta Ashdod                 ,120.3,101.4,2022-12-18T00:00:00.000Z
,,,2022-12-18T00:00:00.000Z
Haemek Valley Center Hospital ,97.4,75.6,2022-12-18T00:00:00.000Z
Nahariya                      ,101.1,86.5,2022-12-18T00:00:00.000Z
Kaplan Hospital               ,101.3,88.7,2022-12-18T00:00:00.000Z
Laniado                       ,102.6,120.2,2022-12-18T00:00:00.000Z
Shaare Zedek                  ,110,101.2,2022-12-18T00:00:00.000Z
Hillel Yaffeh Medical Center  ,113.7,92.2,2022-12-18T00:00:00.000Z
Chaim Sheba Medical Center    ,114.2,104.6,2022-12-18T00:00:00.000Z
Rabin K. Beilinson            ,123.8,96.2,2022-12-18T00:00:00.000Z
Hadassah Ein Kerem            ,132,93.1,2022-12-18T00:00:00.000Z
The Holy Family               ,,,2022-12-18T00:00:00.000Z
,,,2022-12-18T00:00:00.000Z
,,41.2,2022-12-18T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-12-18T00:00:00.000Z
,,,2022-12-18T00:00:00.000Z
