instituteDesc,occupancy,gOccupancy,occupancyDate
Rabin K. HaSharon             ,61.4,63.1,2022-06-15T00:00:00.000Z
SOROKA MEDICAL CENTER         ,66.3,78.6,2022-06-15T00:00:00.000Z
MEIR HOSPITAL                 ,74.5,82,2022-06-15T00:00:00.000Z
HACARMEL HOSPITAL             ,77.4,80.2,2022-06-15T00:00:00.000Z
PORIAH HOSPITAL               ,83.3,82.5,2022-06-15T00:00:00.000Z
      ZIV HOSPITAL            ,84.4,77.2,2022-06-15T00:00:00.000Z
TEL AVIV MEDICAL CENTER       ,87,112.2,2022-06-15T00:00:00.000Z
BNEI ZIOM MEDICAL CENTER      ,90.9,88.9,2022-06-15T00:00:00.000Z
HAEMEK VALLEY CENTER HOSPITAL ,90.3,77,2022-06-15T00:00:00.000Z
WOOLFSON MEDICAL CENTER       ,92.6,80.7,2022-06-15T00:00:00.000Z
YOSEPHTAL HOSPITAL            ,93.8,58.5,2022-06-15T00:00:00.000Z
BARZILAI MEDICAL CENTER       ,97.4,84.9,2022-06-15T00:00:00.000Z
Laniado                       ,97.4,84.4,2022-06-15T00:00:00.000Z
KAPLAN HOSPITAL               ,97.3,97.2,2022-06-15T00:00:00.000Z
ASSAF HAROFEH MEDICAL CENTER  ,97.3,75.4,2022-06-15T00:00:00.000Z
HILLEL YAFFEH MEDICAL CENTER  ,101.4,93.8,2022-06-15T00:00:00.000Z
Hadassah Mount Scopus         ,102.8,86.5,2022-06-15T00:00:00.000Z
Rambam                        ,102.5,89.3,2022-06-15T00:00:00.000Z
Shaare Zedek                  ,104,104.5,2022-06-15T00:00:00.000Z
Rabin K. Beilinson            ,108.8,97.6,2022-06-15T00:00:00.000Z
NAHARIYA                      ,110,99.2,2022-06-15T00:00:00.000Z
Shmuel HaRofe                 ,111.1,83.9,2022-06-15T00:00:00.000Z
Hadassah Ein Kerem            ,119.4,96,2022-06-15T00:00:00.000Z
