age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,721,0,1247,254.5,,134.6,0,0,0,0,,0
12-15,585,395,341,219.4,411.7,129.6,0,0,0,0,0,0
16-19,243,828,124,95,413.2,95.7,0,0,0,0,0,0
20-29,349,2754,372,64.9,462.2,210.6,0,0,1,0,0,0.6
30-39,535,3179,409,100.8,585.1,319.4,0,1,0,0,0.2,0
40-49,620,3364,299,124.7,662.3,294.6,1,0,1,0.2,0,1
50-59,812,3067,236,216.5,705.9,384.8,0,1,2,0,0.2,3.3
60-69,2952,2056,255,697.9,786,434.1,13,8,3,3.1,3.1,5.1
70-79,3884,1087,135,1096.9,774.8,527.8,19,6,3,5.4,4.3,11.7
80+,1955,389,126,1035.6,536.2,706.8,29,10,5,15.4,13.8,28
