period,ageGroup,sickReturnsVaccinated,sickReturnsNotVaccinated,sickReturnsVaccinatedPerc,sickReturnsNotVaccinatedPerc
1_Month,5-11,329,1424,5.22,22.61
3_Month,5-11,836,5154,2.07,12.76
6_Month,5-11,2225,41657,0.48,9.05
1_Year,5-11,2225,43225,0.38,7.3
All,5-11,2225,43456,0.32,6.26
1_Month,12-15,303,427,7.23,10.18
3_Month,12-15,890,1466,4.18,6.89
6_Month,12-15,7107,15219,3.18,6.81
1_Year,12-15,7171,16293,2.71,6.15
All,12-15,7171,16548,2.15,4.97
1_Month,16-19,400,142,12.04,4.27
3_Month,16-19,1315,624,6.97,3.31
6_Month,16-19,11404,8877,6.28,4.89
1_Year,16-19,11596,9877,5.52,4.7
All,16-19,11607,10158,3.97,3.47
1_Month,20-29,1118,345,10.98,3.39
3_Month,20-29,4251,1464,7.12,2.45
6_Month,20-29,27104,16400,7.1,4.29
1_Year,20-29,27557,18548,6.11,4.11
All,20-29,27588,19004,4.56,3.14
1_Month,30-39,1153,431,9.24,3.46
3_Month,30-39,4371,1677,6.17,2.37
6_Month,30-39,24632,14668,5.94,3.54
1_Year,30-39,25029,16226,5.15,3.34
All,30-39,25082,16547,4.17,2.75
1_Month,40-49,1232,316,9.23,2.37
3_Month,40-49,3921,1240,5.69,1.8
6_Month,40-49,21681,10834,5.65,2.82
1_Year,40-49,22014,11779,5.02,2.69
All,40-49,22074,12015,4.11,2.24
1_Month,50-59,906,182,7.05,1.42
3_Month,50-59,2734,749,4.75,1.3
6_Month,50-59,13520,5831,5.18,2.23
1_Year,50-59,13697,6221,4.71,2.14
All,50-59,13744,6385,3.79,1.76
1_Month,60-69,649,105,4.74,0.77
3_Month,60-69,1849,386,3.49,0.73
6_Month,60-69,7750,3056,4.15,1.64
1_Year,60-69,7867,3198,3.83,1.56
All,60-69,7900,3283,3.14,1.3
1_Month,70-79,417,39,3.34,0.31
3_Month,70-79,952,136,2.41,0.34
6_Month,70-79,3258,876,3.01,0.81
1_Year,70-79,3327,919,2.81,0.78
All,70-79,3347,968,2.36,0.68
1_Month,80+,180,25,3.41,0.47
3_Month,80+,493,82,2.81,0.47
6_Month,80+,1877,482,3.65,0.94
1_Year,80+,1921,505,3.34,0.88
All,80+,1951,550,2.64,0.74
