age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,1,41,94,21.1,18.6,9.9,0,0,0,0,0,0
12-15,2,126,43,38.7,39.4,15.2,0,0,0,0,0,0
16-19,8,358,46,225.7,82,33.3,0,0,0,0,0,0
20-29,15,876,83,157.1,78,50.2,0,0,1,0,0,0.6
30-39,20,674,80,160.4,63.8,64.9,0,0,1,0,0,0.8
40-49,15,837,56,88.9,84.8,59.7,0,2,0,0,0.2,0
50-59,31,808,65,126.4,102.1,129.7,0,4,2,0,0.5,4
60-69,121,1275,91,240.1,200.7,166.6,1,10,2,2,1.6,3.7
70-79,263,1422,80,353,325.5,1127.2,4,23,6,5.4,5.3,84.5
80+,204,1106,107,470.3,500.2,780.2,4,44,11,9.2,19.9,80.2
