instituteDesc,occupancy,gOccupancy,occupancyDate
,,,2022-11-21T00:00:00.000Z
Tel Aviv Medical Center       ,,,2022-11-21T00:00:00.000Z
,,,2022-11-21T00:00:00.000Z
Hadassah Mount Scopus         ,72.2,77.1,2022-11-21T00:00:00.000Z
Woolfson Medical Center       ,72.5,72.8,2022-11-21T00:00:00.000Z
Poriah Hospital               ,76.9,71.8,2022-11-21T00:00:00.000Z
      Ziv Hospital            ,79.7,79.5,2022-11-21T00:00:00.000Z
Assaf Harofeh Medical Center  ,84.2,68.9,2022-11-21T00:00:00.000Z
Bnei Ziom Medical Center      ,86.8,86.6,2022-11-21T00:00:00.000Z
Hillel Yaffeh Medical Center  ,91.1,87,2022-11-21T00:00:00.000Z
Barzilai Medical Center       ,92.2,82,2022-11-21T00:00:00.000Z
Rambam                        ,103,88.1,2022-11-21T00:00:00.000Z
Chaim Sheba Medical Center    ,112.1,114.8,2022-11-21T00:00:00.000Z
Assuta Ashdod                 ,118.6,105.1,2022-11-21T00:00:00.000Z
,,,2022-11-21T00:00:00.000Z
Kaplan Hospital               ,110,99.3,2022-11-21T00:00:00.000Z
Hadassah Ein Kerem            ,124.3,102.5,2022-11-21T00:00:00.000Z
Hacarmel Hospital             ,,,2022-11-21T00:00:00.000Z
Haemek Valley Center Hospital ,,,2022-11-21T00:00:00.000Z
The Holy Family               ,,,2022-11-21T00:00:00.000Z
,,,2022-11-21T00:00:00.000Z
Yosephtal Hospital            ,,,2022-11-21T00:00:00.000Z
Laniado                       ,94.9,93.4,2022-11-21T00:00:00.000Z
Meir Hospital                 ,,,2022-11-21T00:00:00.000Z
Mayanei Hayeshua              ,,,2022-11-21T00:00:00.000Z
Nahariya                      ,113.2,91.1,2022-11-21T00:00:00.000Z
Soroka Medical Center         ,,,2022-11-21T00:00:00.000Z
,,,2022-11-21T00:00:00.000Z
Rabin K. Beilinson            ,,,2022-11-21T00:00:00.000Z
Rabin K. Hasharon             ,,,2022-11-21T00:00:00.000Z
Shmuel Harofe                 ,,,2022-11-21T00:00:00.000Z
Shaare Zedek                  ,,,2022-11-21T00:00:00.000Z
