age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
5-11,399,1,833,138.9,,90.3,0,0,0,0,,0
12-15,296,160,174,107,177.1,67.1,0,0,0,0,0,0
16-19,419,83,72,110.4,105.5,56.3,1,0,1,0.3,0,0.8
20-29,1152,140,185,120.7,78.1,104.3,0,0,1,0,0,0.6
30-39,1500,179,232,164.4,110.6,181.3,0,0,1,0,0,0.8
40-49,1527,149,171,172,126.6,169.1,0,3,3,0,2.5,3
50-59,1245,89,123,170.2,116.2,195.6,5,2,4,0.7,2.6,6.4
60-69,2021,88,160,312.6,231.4,272.3,19,1,3,2.9,2.6,5.1
70-79,1678,42,108,354.8,226.5,379.2,20,1,4,4.2,5.4,14
80+,1159,41,110,468,307,605.6,24,1,8,9.7,7.5,44
